Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3585","46.3"
"1080000","0","3610","55.7"
"2159000","2271200","3611","63.8"
"3238000","2271200","3602","72.8"
"4317000","2271200","3604","82.2"
"5653000","2271200","3597","92.7"
"6738000","2271200","3593","101.7"
"7817000","2271200","3596","111.1"
"8897000","2271200","3593","119.6"
"9975000","2299800","3597","128.6"
"11310000","2299800","3599","139.1"
"12389000","2299800","3597","148.5"
"13468000","2299800","3598","157.5"
"14552000","2299800","3596","166.0"
"15632000","2299800","3599","175.0"
"16973000","2299800","3600","186.0"
"18053000","2281500","3598","194.9"
"19132000","2281500","3598","203.9"
"20211000","2281500","3599","213.2"
"21291000","2281500","3598","222.2"
"22626000","2281500","3598","232.8"
"23705000","2281500","3598","242.1"
"24785000","2281500","3596","250.7"
"25869000","2314800","3596","260.0"
"26948000","2314800","3594","268.6"
"28281000","2314800","3594","279.6"
"29361000","2314800","3593","288.5"
"30440000","2314800","3593","297.5"
"31519000","2314800","3594","306.9"
"32598000","2314800","3593","315.4"
"33933000","2285300","3593","326.4"
"35011000","2285300","3593","334.9"
"36096000","2285300","3593","344.3"
"37176000","2285300","3593","353.3"
"38255000","2285300","3593","361.8"
"39590000","2285300","3593","373.2"
"40668000","2285300","3593","381.7"
"41747000","2286000","3592","390.7"
"42827000","2286000","3592","399.7"
"43906000","2286000","3591","408.6"
"45240000","2286000","3591","419.6"
"46325000","2286000","3590","428.6"
"47404000","2286000","3590","437.5"
"48483000","2286000","3590","446.5"
"49562000","2300400","3590","455.4"
"50896000","2300400","3590","466.4"
"51975000","2300400","3590","475.8"
"53053000","2300400","3591","484.3"
"54133000","2300400","3591","492.9"
"55211000","2300400","3591","502.2"
"56557000","2300400","3590","512.8"
"57636000","2282600","3590","521.8"
"58715000","2282600","3590","530.7"
"59794000","2282600","3590","539.7"
"60873000","2282600","3590","549.0"
"62208000","2282600","3590","559.6"
"63288000","2282600","3591","569.0"
"64367000","2282600","3590","577.9"
"65446000","2301700","3590","586.5"
"66530000","2301700","3589","595.4"
"67865000","2301700","3589","606.4"
"68944000","2301700","3589","615.0"
"70024000","2301700","3589","624.3"
"71103000","2301700","3589","633.3"
"72181000","2301700","3588","641.8"
"73517000","2283500","3587","652.8"
"74596000","2283500","3588","662.2"
"75676000","2283500","3588","671.1"
"76760000","2283500","3587","679.7"
"77838000","2283500","3588","689.1"
"79173000","2283500","3587","699.6"
"80251000","2283500","3587","708.6"
"81330000","2300800","3588","717.5"
"82409000","2300800","3587","726.1"
"83488000","2300800","3588","735.0"
"84823000","2300800","3588","746.0"
"85907000","2300800","3588","755.0"
"86987000","2300800","3588","763.9"
"88065000","2300800","3587","773.3"
"89143000","2286400","3587","781.9"
"90478000","2286400","3587","792.8"
"91558000","2286400","3587","801.8"
"92637000","2286400","3587","810.8"
"93716000","2286400","3588","820.1"
"94795000","2286400","3587","828.7"
"96135000","2286400","3588","840.1"
"97215000","2297400","3587","848.6"
"98297000","2297400","3588","858.0"
"99377000","2297400","3587","866.5"
"100456000","2297400","3589","875.9"
"101791000","2297400","3589","886.5"
"102870000","2297400","3589","895.0"
"103949000","2297400","3589","904.0"
"105028000","2286200","3588","912.9"
"106113000","2286200","3588","921.9"
"107449000","2286200","3588","932.9"
"108528000","2286200","3587","941.8"
"109606000","2286200","3588","951.2"
"110686000","2286200","3587","959.7"
"111764000","2286200","3587","968.7"
"113099000","2297600","3587","979.7"
"114178000","2297600","3587","988.6"
"115256000","2297600","3586","997.6"
"116340000","2297600","3587","1006.5"
"117419000","2297600","3586","1015.1"
"118754000","2297600","3586","1026.1"
"119833000","2297600","3585","1035.0"
"120912000","2286400","3585","1044.0"
"121991000","2286400","3586","1053.3"
"123071000","2286400","3586","1061.9"
"124404000","2286400","3586","1072.9"
"125483000","2286400","3587","1081.4"
"126567000","2286400","3586","1090.8"
"127647000","2286400","3587","1099.3"
"128726000","2300600","3587","1108.7"
"130061000","2300600","3588","1119.3"
"131140000","2300600","3587","1128.2"
"132219000","2300600","3587","1137.2"
"133297000","2300600","3588","1146.1"
"134377000","2300600","3588","1155.1"
"135711000","2300600","3588","1166.5"
"136796000","2283700","3588","1175.0"
"137874000","2283700","3588","1184.4"
"138953000","2283700","3588","1193.0"
"140037000","2283700","3588","1202.3"
"141371000","2283700","3589","1213.3"
"142450000","2283700","3588","1221.9"
"143529000","2283700","3588","1230.8"
"144608000","2301100","3588","1239.8"
"145688000","2301100","3589","1249.1"
"147028000","2301100","3589","1259.7"
"148107000","2301100","3589","1268.7"
"149186000","2301100","3589","1277.2"
"150265000","2301100","3589","1286.2"
