Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3588","47.2"
"1079000","0","3594","55.7"
"2159000","2327000","3597","65.5"
"3238000","2327000","3589","74.0"
"4317000","2327000","3587","83.0"
"5653000","2327000","3594","94.4"
"6730000","2327000","3589","102.9"
"7810000","2327000","3588","111.9"
"8896000","2327000","3587","120.8"
"9976000","2285300","3585","129.8"
"11310000","2285300","3587","140.8"
"12390000","2285300","3585","149.7"
"13469000","2285300","3587","159.1"
"14549000","2285300","3586","167.7"
"15628000","2285300","3586","176.6"
"16963000","2285300","3585","187.6"
"18043000","2298500","3587","196.6"
"19128000","2298500","3586","205.9"
"20208000","2298500","3587","214.5"
"21287000","2298500","3586","223.8"
"22622000","2298500","3588","234.4"
"23701000","2298500","3587","243.8"
"24780000","2298500","3588","252.3"
"25859000","2300000","3587","261.3"
"26938000","2300000","3587","270.2"
"28273000","2300000","3587","281.6"
"29358000","2300000","3587","290.6"
"30438000","2300000","3586","299.5"
"31518000","2300000","3586","308.5"
"32599000","2300000","3586","317.4"
"33934000","2310600","3586","328.4"
"35014000","2310600","3588","337.8"
"36093000","2310600","3587","346.3"
"37172000","2310600","3587","355.3"
"38256000","2310600","3587","364.3"
"39596000","2310600","3587","375.2"
"40677000","2310600","3587","384.2"
"41756000","2298100","3586","393.2"
"42836000","2298100","3587","402.5"
"43916000","2298100","3586","411.1"
"45251000","2298100","3587","422.1"
"46331000","2298100","3587","431.0"
"47411000","2298100","3587","440.0"
"48497000","2298100","3587","449.3"
"49576000","2313400","3587","458.3"
"50912000","2313400","3587","469.3"
"51992000","2313400","3587","477.8"
"53071000","2313400","3587","486.8"
"54150000","2313400","3586","495.7"
"55229000","2313400","3587","504.7"
"56565000","2313400","3587","515.7"
"57645000","2284100","3586","524.6"
"58730000","2284100","3586","534.0"
"59810000","2284100","3587","542.9"
"60890000","2284100","3586","551.9"
"62225000","2284100","3585","562.9"
"63304000","2284100","3586","571.8"
"64384000","2284100","3586","580.8"
"65463000","2328600","3587","590.2"
"66543000","2328600","3586","598.7"
"67879000","2328600","3586","609.7"
"68963000","2328600","3586","618.7"
"70042000","2328600","3585","627.6"
"71123000","2328600","3586","637.0"
"72202000","2328600","3585","645.5"
"73537000","2282600","3586","656.5"
"74617000","2282600","3586","665.5"
"75696000","2282600","3586","674.4"
"76776000","2282600","3586","683.4"
"77855000","2282600","3586","692.3"
"79217000","2282600","3585","704.1"
"80296000","2282600","3585","712.7"
"81376000","2307700","3585","721.6"
"82456000","2307700","3585","730.6"
"83535000","2307700","3586","740.0"
"84871000","2307700","3585","750.5"
"85950000","2307700","3585","759.5"
"87029000","2307700","3585","768.4"
"88110000","2307700","3586","777.8"
"89195000","2313800","3586","786.8"
"90531000","2313800","3586","797.3"
"91611000","2313800","3586","806.3"
"92691000","2313800","3586","815.3"
"93770000","2313800","3586","824.2"
"94851000","2313800","3586","833.6"
"96184000","2313800","3587","844.2"
