Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3593","46.3"
"1078000","0","3578","55.3"
"2157000","2285800","3582","64.3"
"3237000","2285800","3587","72.8"
"4316000","2285800","3578","81.8"
"5652000","2285800","3578","92.7"
"6736000","2285800","3578","101.7"
"7816000","2285800","3583","111.1"
"8896000","2285800","3581","119.6"
"9976000","2269900","3582","128.2"
"11312000","2269900","3586","139.1"
"12390000","2269900","3586","148.5"
"13470000","2269900","3586","157.1"
"14550000","2269900","3589","166.4"
"15629000","2269900","3587","175.0"
"16970000","2269900","3587","186.0"
"18050000","2310600","3589","195.3"
"19129000","2310600","3587","203.9"
"20214000","2310600","3589","213.2"
"21292000","2310600","3589","221.4"
"22627000","2310600","3590","232.8"
"23706000","2310600","3590","241.3"
"24784000","2310600","3588","250.3"
"25865000","2271400","3587","259.2"
"26950000","2271400","3587","268.2"
"28285000","2271400","3587","279.2"
"29364000","2271400","3588","288.5"
"30445000","2271400","3587","297.1"
"31524000","2271400","3587","306.0"
"32604000","2271400","3587","315.0"
"33940000","2296300","3588","326.0"
"35019000","2296300","3587","334.5"
"36098000","2296300","3588","343.9"
"37183000","2296300","3587","352.4"
"38263000","2296300","3586","361.4"
"39598000","2296300","3587","372.8"
"40678000","2296300","3588","381.7"
"41758000","2284900","3587","390.3"
"42836000","2284900","3587","398.8"
"43916000","2284900","3587","408.2"
"45250000","2284900","3587","418.8"
"46336000","2284900","3587","427.7"
"47415000","2284900","3587","436.7"
"48494000","2284900","3587","445.6"
"49574000","2270900","3587","454.2"
"50909000","2270900","3587","465.2"
"51989000","2270900","3587","474.1"
"53069000","2270900","3586","483.1"
"54148000","2270900","3586","492.0"
"55227000","2270900","3587","501.4"
"56569000","2270900","3587","512.4"
"57648000","2296500","3587","520.9"
"58729000","2296500","3587","529.5"
"59808000","2296500","3586","538.8"
"60887000","2296500","3587","547.4"
"62227000","2296500","3587","558.4"
"63307000","2296500","3588","567.7"
"64388000","2296500","3587","576.3"
"65466000","2285100","3588","585.2"
"66551000","2285100","3587","593.8"
"67885000","2285100","3587","604.8"
"68965000","2285100","3587","614.1"
"70045000","2285100","3587","622.7"
"71124000","2285100","3586","631.6"
"72204000","2285100","3587","640.6"
"73539000","2268700","3586","651.2"
"74619000","2268700","3585","660.1"
"75698000","2268700","3586","669.1"
"76783000","2268700","3585","678.0"
"77862000","2268700","3586","687.4"
"79198000","2268700","3585","698.4"
"80277000","2268700","3585","706.9"
"81357000","2285100","3587","715.5"
"82436000","2285100","3587","724.4"
"83516000","2285100","3587","733.4"
"84852000","2285100","3587","744.4"
"85931000","2285100","3586","753.3"
"87017000","2285100","3586","762.3"
"88097000","2285100","3586","771.3"
"89177000","2313200","3587","780.6"
"90511000","2313200","3586","791.2"
"91590000","2313200","3587","799.7"
"92670000","2313200","3586","808.7"
"93749000","2313200","3586","817.7"
"94829000","2313200","3586","826.6"
"96170000","2313200","3586","838.0"
"97250000","2283000","3586","847.0"
"98329000","2283000","3586","855.5"
"99408000","2283000","3586","864.1"
"100488000","2283000","3587","873.0"
"101823000","2283000","3586","884.0"
"102903000","2283000","3586","893.0"
"103988000","2283000","3586","901.9"
"105067000","2270500","3586","910.9"
"106153000","2270500","3586","920.2"
"107488000","2270500","3587","931.2"
"108568000","2270500","3586","940.2"
"109648000","2270500","3587","948.7"
"110727000","2270500","3587","957.7"
"111807000","2270500","3586","966.2"
"113141000","2282400","3586","977.2"
"114221000","2282400","3587","986.2"
"115301000","2282400","3587","995.5"
"116387000","2282400","3587","1004.1"
"117467000","2282400","3587","1013.0"
"118802000","2282400","3587","1024.0"
"119883000","2282400","3587","1033.4"
"120963000","2298500","3587","1041.9"
"122041000","2298500","3587","1050.9"
"123120000","2298500","3587","1059.8"
"124455000","2298500","3587","1070.8"
"125535000","2298500","3587","1079.8"
"126620000","2298500","3586","1088.7"
"127699000","2298500","3587","1098.1"
"128778000","2300400","3587","1106.6"
"130113000","2300400","3587","1117.2"
"131193000","2300400","3587","1126.2"
"132272000","2300400","3588","1135.5"
"133351000","2300400","3587","1144.1"
"134431000","2300400","3587","1153.0"
"135767000","2300400","3586","1164.0"
"136852000","2282400","3587","1173.0"
"137932000","2282400","3586","1181.9"
"139011000","2282400","3586","1190.9"
"140091000","2282400","3586","1199.4"
"141426000","2282400","3587","1210.4"
"142505000","2282400","3586","1219.4"
"143585000","2282400","3587","1228.8"
"144665000","2286400","3586","1237.3"
"145750000","2286400","3585","1246.3"
"147090000","2286400","3586","1257.2"
"148169000","2286400","3585","1265.8"
"149248000","2286400","3586","1275.2"
"150328000","2286400","3586","1283.7"
"151406000","2286400","3585","1292.7"
"152741000","2281900","3584","1303.6"
"153821000","2281900","3584","1312.6"
"154900000","2281900","3584","1321.1"
"155979000","2281900","3584","1330.1"
"157065000","2281900","3585","1339.5"
"158400000","2281900","3585","1350.0"
"159479000","2281900","3585","1359.0"
"160559000","2285100","3585","1368.0"
"161639000","2285100","3586","1377.3"
"162718000","2285100","3586","1386.3"
"164053000","2285100","3585","1396.9"
"165134000","2285100","3586","1406.2"
"166220000","2285100","3585","1414.8"
"167300000","2285100","3586","1423.3"
"168380000","2284100","3586","1432.3"
"169715000","2284100","3586","1443.7"
"170795000","2284100","3586","1452.2"
"171874000","2284100","3586","1461.6"
"172954000","2284100","3586","1470.1"
"174033000","2284100","3586","1478.7"
"175369000","2284100","3586","1489.7"
"176453000","2282600","3585","1498.6"
"177533000","2282600","3585","1507.6"
"178613000","2282600","3585","1516.5"
"179693000","2282600","3585","1525.5"
"181027000","2282600","3585","1536.1"
"182107000","2282600","3585","1545.0"
"183186000","2282600","3585","1554.0"
"184266000","2286600","3584","1562.9"
"185346000","2286600","3584","1571.9"
"186686000","2286600","3584","1582.9"
"187771000","2286600","3584","1591.8"
"188851000","2286600","3585","1601.2"
"189929000","2286600","3586","1609.7"
"191009000","2286600","3585","1618.7"
"192343000","2281500","3586","1629.3"
"193423000","2281500","3585","1638.2"
"194501000","2281500","3586","1647.6"
"195581000","2281500","3585","1656.1"
"196667000","2281500","3585","1665.1"
"198003000","2281500","3586","1676.5"
"199082000","2281500","3586","1685.4"
"200162000","2299300","3586","1694.0"
"201241000","2299300","3586","1702.9"
"202319000","2299300","3586","1711.5"
"203655000","2299300","3586","1722.5"
"204734000","2299300","3587","1731.8"
"205814000","2299300","3586","1740.4"
"206899000","2299300","3587","1749.7"
"207979000","2285300","3587","1758.3"
"209314000","2285300","3587","1769.3"
"210394000","2285300","3587","1777.8"
"211473000","2285300","3587","1786.8"
"212553000","2285300","3588","1796.1"
"213632000","2285300","3587","1804.7"
"214967000","2285300","3587","1816.1"
"216046000","2284600","3587","1824.6"
"217131000","2284600","3587","1833.6"
"218211000","2284600","3586","1842.5"
"219290000","2284600","3586","1851.1"
"220625000","2284600","3587","1862.5"
"221705000","2284600","3585","1871.0"
"222784000","2284600","3585","1880.0"
"223863000","2299600","3586","1889.4"
"224942000","2299600","3586","1897.9"
"226283000","2299600","3586","1909.3"
"227362000","2299600","3586","1917.4"
"228441000","2299600","3586","1926.4"
"229525000","2299600","3586","1935.8"
"230606000","2299600","3585","1944.3"
"231940000","2267600","3586","1955.3"
"233020000","2267600","3586","1964.7"
"234100000","2267600","3586","1973.2"
"235179000","2267600","3587","1982.2"
"236263000","2267600","3586","1990.7"
"237598000","2267600","3587","2002.1"
"238677000","2267600","3586","2010.6"
"239757000","2300000","3587","2020.0"
"240836000","2300000","3587","2029.0"
"241915000","2300000","3587","2037.5"
"243249000","2300000","3587","2048.1"
"244329000","2300000","3586","2057.0"
"245407000","2300000","3585","2066.0"
"246493000","2300000","3586","2075.4"
"247572000","2285600","3586","2084.3"
"248907000","2285600","3585","2094.9"
"249986000","2285600","3586","2103.8"
"251065000","2285600","3585","2112.8"
