Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3583","46.3"
"1079000","0","3585","55.3"
"2160000","2284900","3587","64.3"
"3245000","2284900","3599","73.6"
"4324000","2284900","3596","82.2"
"5659000","2284900","3597","92.7"
"6739000","2284900","3590","101.7"
"7819000","2284900","3588","110.7"
"8904000","2284900","3592","120.0"
"9984000","2283200","3590","128.6"
"11319000","2283200","3591","139.1"
"12398000","2283200","3588","148.1"
"13479000","2283200","3591","157.5"
"14557000","2283200","3590","165.6"
"15636000","2283200","3590","174.6"
"16970000","2283200","3588","185.5"
"18050000","2270700","3587","194.5"
"19135000","2270700","3588","203.5"
"20214000","2270700","3587","212.4"
"21293000","2270700","3586","221.0"
"22628000","2270700","3586","231.9"
"23709000","2270700","3589","240.5"
"24788000","2270700","3588","249.4"
"25867000","2270500","3588","258.4"
"26947000","2270500","3588","267.4"
"28283000","2270500","3588","278.3"
"29368000","2270500","3588","287.3"
"30447000","2270500","3588","296.3"
"31527000","2270500","3588","304.8"
"32606000","2270500","3588","313.8"
"33941000","2282600","3588","324.7"
"35021000","2282600","3589","333.3"
"36101000","2282600","3588","342.2"
"37179000","2282600","3588","351.2"
"38259000","2282600","3588","360.2"
"39600000","2282600","3589","371.6"
"40679000","2282600","3589","379.7"
"41758000","2270500","3589","388.6"
"42839000","2270500","3589","397.6"
"43919000","2270500","3589","406.6"
"45259000","2270500","3589","418.0"
"46338000","2270500","3589","426.1"
"47418000","2270500","3589","435.0"
"48498000","2270500","3588","444.0"
"49582000","2283200","3589","453.0"
"50918000","2283200","3588","463.5"
"51997000","2283200","3588","472.5"
"53076000","2283200","3589","481.9"
"54155000","2283200","3589","490.8"
"55235000","2283200","3589","499.4"
"56570000","2283200","3589","509.9"
"57650000","2270300","3589","518.9"
"58730000","2270300","3589","527.8"
"59815000","2270300","3588","536.8"
"60894000","2270300","3588","545.3"
"62229000","2270300","3587","556.3"
"63308000","2270300","3588","565.3"
"64387000","2270300","3588","574.2"
"65467000","2270700","3587","582.8"
"66546000","2270700","3587","591.7"
"67882000","2270700","3587","602.7"
"68967000","2270700","3588","611.3"
"70047000","2270700","3587","620.2"
"71127000","2270700","3587","629.2"
"72206000","2270700","3588","638.6"
"73540000","2282800","3588","649.1"
"74619000","2282800","3589","657.7"
"75698000","2282800","3589","667.0"
"76778000","2282800","3589","675.6"
"77858000","2282800","3589","684.5"
"79200000","2282800","3589","695.1"
"80279000","2282800","3588","704.1"
"81358000","2270100","3588","713.0"
"82438000","2270100","3588","722.0"
"83518000","2270100","3588","730.5"
"84853000","2270100","3588","741.9"
"85933000","2270100","3587","750.5"
"87017000","2270100","3587","759.4"
"88096000","2270100","3588","768.0"
"89182000","2268800","3587","776.9"
"90516000","2268800","3587","787.9"
"91595000","2268800","3587","796.9"
"92676000","2268800","3587","805.8"
"93755000","2268800","3588","814.4"
"94834000","2268800","3587","823.3"
"96168000","2268800","3586","834.3"
"97248000","2298900","3587","843.7"
"98327000","2298900","3587","852.2"
"99412000","2298900","3587","861.2"
"100492000","2298900","3587","870.1"
"101827000","2298900","3587","880.7"
"102907000","2298900","3588","889.7"
