Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3602","46.8"
"1080000","0","3584","55.7"
"2169000","2297900","3583","64.7"
"3249000","2297900","3586","73.6"
"4328000","2297900","3581","82.6"
"5663000","2297900","3580","93.6"
"6743000","2297900","3586","102.9"
"7823000","2297900","3583","111.5"
"8902000","2297900","3582","120.4"
"9981000","2301100","3582","129.4"
"11316000","2301100","3581","140.4"
"12401000","2301100","3581","149.3"
"13481000","2301100","3582","158.3"
"14560000","2301100","3580","167.2"
"15639000","2301100","3581","176.2"
"16975000","2301100","3583","187.2"
"18054000","2297100","3583","196.1"
"19134000","2297100","3584","205.5"
"20214000","2297100","3584","214.1"
"21293000","2297100","3584","223.0"
"22634000","2297100","3584","234.4"
"23713000","2297100","3584","243.4"
"24794000","2297100","3584","252.3"
"25873000","2299300","3584","260.9"
"26952000","2299300","3584","270.2"
"28287000","2299300","3585","280.8"
"29367000","2299300","3584","289.8"
"30447000","2299300","3586","298.7"
"31531000","2299300","3586","308.1"
"32612000","2299300","3586","316.6"
"33947000","2296500","3586","327.6"
"35026000","2296500","3586","336.6"
"36106000","2296500","3586","345.9"
"37185000","2296500","3587","354.5"
"38265000","2296500","3586","363.8"
"39600000","2296500","3587","374.8"
"40680000","2296500","3587","383.8"
"41766000","2328400","3587","393.2"
"42845000","2328400","3587","401.7"
"43930000","2328400","3586","410.7"
"45265000","2328400","3587","421.6"
"46345000","2328400","3586","430.6"
"47424000","2328400","3587","439.6"
"48503000","2328400","3586","448.5"
"49582000","2300000","3586","457.9"
"50918000","2300000","3586","468.9"
"52002000","2300000","3586","477.4"
"53082000","2300000","3586","486.4"
"54161000","2300000","3586","495.3"
"55241000","2300000","3586","503.9"
"56576000","2300000","3586","515.3"
"57656000","2268300","3586","523.8"
"58736000","2268300","3586","532.8"
"59816000","2268300","3587","541.7"
"60896000","2268300","3587","550.7"
"62237000","2268300","3587","562.1"
"63316000","2268300","3586","571.0"
"64396000","2268300","3587","579.6"
"65476000","2299100","3587","588.5"
"66555000","2299100","3588","597.5"
"67891000","2299100","3588","608.5"
"68971000","2299100","3588","617.8"
"70050000","2299100","3588","626.4"
"71130000","2299100","3589","635.3"
"72214000","2299100","3588","644.3"
"73549000","2296900","3588","655.3"
"74628000","2296900","3587","664.2"
"75707000","2296900","3588","673.6"
"76786000","2296900","3587","682.1"
"77866000","2296900","3587","691.1"
"79202000","2296900","3588","702.1"
"80281000","2296900","3587","711.0"
"81361000","2286800","3588","719.6"
"82446000","2286800","3588","729.0"
"83525000","2286800","3588","737.5"
"84860000","2286800","3587","748.9"
"85944000","2286800","3588","757.4"
"87023000","2286800","3587","766.4"
"88104000","2286800","3587","775.8"
"89183000","2298100","3588","784.3"
"90519000","2298100","3588","795.3"
"91604000","2298100","3588","804.7"
"92683000","2298100","3588","813.6"
"93763000","2298100","3589","822.6"
"94843000","2298100","3589","831.5"
"96178000","2298100","3589","842.5"
"97257000","2310600","3588","851.5"
"98337000","2310600","3588","860.4"
"99417000","2310600","3588","869.4"
"100497000","2310600","3589","877.9"
"101838000","2310600","3589","888.9"
"102917000","2310600","3590","897.9"
"103997000","2310600","3589","907.2"
"105077000","2284500","3590","915.8"
"106157000","2284500","3589","924.7"
"107490000","2284500","3589","935.7"
"108570000","2284500","3590","944.7"
"109649000","2284500","3590","953.6"
"110729000","2284500","3590","962.6"
"111813000","2284500","3589","971.5"
"113148000","2297400","3589","982.5"
"114227000","2297400","3589","991.5"
"115307000","2297400","3589","1000.4"
"116386000","2297400","3589","1009.8"
"117466000","2297400","3589","1018.4"
"118801000","2297400","3589","1029.8"
"119880000","2297400","3588","1038.3"
"120960000","2301300","3588","1047.3"
"122045000","2301300","3588","1056.6"
"123124000","2301300","3588","1065.6"
"124460000","2301300","3588","1076.2"
"125540000","2301300","3588","1085.1"
"126619000","2301300","3587","1094.1"
"127698000","2301300","3587","1103.0"
"128783000","2298100","3588","1112.0"
"130118000","2298100","3587","1123.0"
"131198000","2298100","3588","1131.9"
"132283000","2298100","3587","1140.9"
"133363000","2298100","3588","1149.8"
"134442000","2298100","3587","1158.8"
"135778000","2298100","3587","1169.8"
"136857000","2296300","3588","1178.7"
"137938000","2296300","3587","1187.7"
"139017000","2296300","3587","1196.6"
"140096000","2296300","3587","1205.6"
"141431000","2296300","3587","1216.6"
"142516000","2296300","3587","1225.5"
"143596000","2296300","3587","1234.9"
"144676000","2299400","3587","1243.4"
"145755000","2299400","3586","1252.4"
"147091000","2299400","3586","1263.4"
"148171000","2299400","3586","1271.9"
"149251000","2299400","3586","1280.9"
"150330000","2299400","3585","1289.8"
"151410000","2299400","3585","1298.8"
"152750000","2282400","3585","1309.8"
"153829000","2282400","3585","1319.2"
"154909000","2282400","3585","1327.7"
"155989000","2282400","3586","1336.7"
"157069000","2282400","3585","1345.6"
"158405000","2282400","3585","1357.0"
"159484000","2282400","3585","1366.0"
"160564000","2300800","3585","1374.5"
"161649000","2300800","3585","1383.5"
"162729000","2300800","3585","1392.4"
"164064000","2300800","3586","1403.4"
"165142000","2300800","3586","1412.8"
"166222000","2300800","3586","1421.3"
"167302000","2300800","3586","1430.3"
"168381000","2299600","3585","1439.2"
"169721000","2299600","3586","1450.2"
"170801000","2299600","3586","1459.6"
"171886000","2299600","3586","1468.1"
"172966000","2299600","3585","1477.1"
"174046000","2299600","3586","1486.0"
"175381000","2299600","3586","1497.0"
"176460000","2309300","3586","1506.4"
"177540000","2309300","3586","1514.9"
"178619000","2309300","3587","1523.9"
"179699000","2309300","3586","1532.9"
"181034000","2309300","3586","1543.8"
"182119000","2309300","3587","1553.2"
"183199000","2309300","3586","1561.7"
"184279000","2284700","3586","1570.7"
"185359000","2284700","3586","1580.1"
"186694000","2284700","3586","1591.1"
"187774000","2284700","3587","1599.6"
"188854000","2284700","3587","1608.6"
"189934000","2284700","3587","1617.5"
"191014000","2284700","3587","1626.5"
"192355000","2296000","3587","1637.5"
"193435000","2296000","3587","1646.4"
"194514000","2296000","3587","1655.4"
"195593000","2296000","3587","1664.3"
"196673000","2296000","3588","1673.7"
"198007000","2296000","3587","1684.3"
"199087000","2296000","3587","1693.2"
"200166000","2301700","3586","1702.2"
"201245000","2301700","3587","1711.5"
"202331000","2301700","3587","1720.1"
"203666000","2301700","3586","1731.1"
"204746000","2301700","3586","1740.0"
"205826000","2301700","3586","1749.4"
"206906000","2301700","3586","1757.9"
"207986000","2298900","3586","1766.9"
"209320000","2298900","3586","1777.9"
"210399000","2298900","3586","1786.8"
"211485000","2298900","3586","1795.8"
"212569000","2298900","3585","1804.8"
"213649000","2298900","3585","1814.1"
"214984000","2298900","3584","1824.7"
"216063000","2295600","3584","1833.7"
"217142000","2295600","3584","1842.6"
"218221000","2295600","3584","1851.6"
"219301000","2295600","3584","1860.5"
"220635000","2295600","3584","1871.1"
"221720000","2295600","3584","1880.5"
"222800000","2295600","3584","1889.0"
"223879000","2300200","3584","1898.4"
"224959000","2300200","3585","1906.9"
"226294000","2300200","3584","1918.3"
"227373000","2300200","3584","1927.3"
"228452000","2300200","3583","1935.8"
"229532000","2300200","3584","1944.8"
"230611000","2300200","3583","1953.7"
"231951000","2297100","3584","1965.1"
"233032000","2297100","3583","1973.7"
"234111000","2297100","3584","1982.6"
"235190000","2297100","3583","1991.6"
"236269000","2297100","3583","2000.9"
"237604000","2297100","3584","2011.5"
"238684000","2297100","3583","2020.5"
"239764000","2286600","3583","2029.4"
"240843000","2286600","3583","2038.4"
"241929000","2286600","3583","2047.8"
"243263000","2286600","3583","2058.3"
"244342000","2286600","3583","2067.3"
"245422000","2286600","3583","2076.2"
"246501000","2286600","3582","2085.2"
"247581000","2299800","3582","2094.2"
"248915000","2299800","3583","2105.6"
"249995000","2299800","3582","2114.1"
"251075000","2299800","3582","2123.1"
"252160000","2299800","3582","2132.0"
"253240000","2299800","3581","2141.0"
