Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3586","46.3"
"1078000","0","3588","55.3"
"2157000","2288600","3592","64.3"
"3236000","2288600","3585","72.8"
"4320000","2288600","3585","81.8"
"5653000","2288600","3593","93.2"
"6732000","2288600","3590","101.7"
"7811000","2288600","3595","111.1"
"8890000","2288600","3593","119.2"
"9968000","2272600","3592","128.2"
"11302000","2272600","3592","139.1"
"12379000","2272600","3589","147.7"
"13458000","2272600","3590","156.6"
"14541000","2272600","3586","165.6"
"15620000","2272600","3586","174.6"
"16954000","2272600","3586","185.1"
"18038000","2269400","3585","194.1"
"19116000","2269400","3585","203.0"
"20195000","2269400","3585","212.0"
"21274000","2269400","3585","221.0"
"22609000","2269400","3585","231.9"
"23689000","2269400","3586","240.5"
"24773000","2269400","3585","249.4"
"25851000","2301000","3586","258.8"
"26930000","2301000","3585","267.4"
"28263000","2301000","3587","277.9"
"29341000","2301000","3587","286.9"
"30420000","2301000","3587","295.8"
"31500000","2301000","3586","304.8"
"32578000","2301000","3586","313.8"
"33912000","2272000","3586","324.7"
"34996000","2272000","3586","333.7"
"36076000","2272000","3587","342.7"
"37154000","2272000","3586","351.2"
"38233000","2272000","3586","360.2"
"39568000","2272000","3587","371.6"
"40647000","2272000","3587","380.5"
"41724000","2286800","3586","389.1"
"42803000","2286800","3586","397.6"
"43880000","2286800","3586","407.0"
"45221000","2286800","3586","417.5"
"46299000","2286800","3586","426.5"
"47378000","2286800","3586","435.0"
"48457000","2286800","3586","444.0"
"49537000","2286600","3586","453.4"
"50871000","2286600","3586","464.4"
"51950000","2286600","3586","472.9"
"53030000","2286600","3587","481.9"
"54108000","2286600","3587","490.4"
"55192000","2286600","3587","499.4"
"56528000","2286600","3587","510.8"
"57607000","2269600","3587","519.3"
"58686000","2269600","3587","528.7"
"59770000","2269600","3587","537.2"
"60848000","2269600","3588","545.8"
"62182000","2269600","3587","556.7"
"63260000","2269600","3587","565.7"
"64345000","2269600","3587","574.7"
"65424000","2285100","3587","583.6"
"66502000","2285100","3587","592.6"
"67836000","2285100","3588","603.1"
"68915000","2285100","3588","612.1"
"69994000","2285100","3588","621.1"
"71073000","2285100","3588","630.0"
"72152000","2285100","3589","639.4"
"73486000","2285900","3588","650.0"
"74571000","2285900","3590","658.5"
"75649000","2285900","3589","667.5"
"76728000","2285900","3589","676.4"
"77806000","2285900","3589","685.4"
"79141000","2285900","3590","695.9"
"80219000","2285900","3589","704.9"
"81298000","2272200","3589","713.9"
"82376000","2272200","3588","722.8"
"83455000","2272200","3589","731.8"
"84794000","2272200","3588","742.8"
"85872000","2272200","3588","751.3"
"86951000","2272200","3587","760.3"
"88030000","2272200","3588","769.2"
"89109000","2286900","3588","778.2"
"90443000","2286900","3588","788.7"
"91522000","2286900","3588","797.7"
"92600000","2286900","3588","807.1"
"93679000","2286900","3588","816.0"
"94763000","2286900","3588","824.6"
"96097000","2286900","3589","836.0"
"97176000","2284400","3589","844.5"
"98255000","2284400","3590","853.5"
"99334000","2284400","3590","862.4"
"100414000","2284400","3590","871.4"
"101751000","2284400","3590","882.0"
"102829000","2284400","3590","890.9"
"103908000","2284400","3590","899.5"
"104991000","2271200","3591","908.4"
"106071000","2271200","3590","917.8"
"107404000","2271200","3590","928.4"
"108483000","2271200","3590","937.3"
"109562000","2271200","3590","945.9"
"110641000","2271200","3589","954.8"
"111720000","2271200","3589","963.8"
"113053000","2286100","3588","974.8"
"114138000","2286100","3589","983.7"
"115216000","2286100","3589","992.3"
"116296000","2286100","3589","1001.6"
"117374000","2286100","3588","1010.2"
"118709000","2286100","3588","1021.2"
"119787000","2286100","3588","1030.1"
"120865000","2272000","3589","1038.7"
"121944000","2272000","3589","1047.6"
"123023000","2272000","3590","1056.6"
"124363000","2272000","3589","1068.0"
"125442000","2272000","3589","1076.5"
"126521000","2272000","3589","1085.5"
"127599000","2272000","3589","1094.4"
"128677000","2286800","3589","1103.0"
"130011000","2286800","3589","1114.4"
"131090000","2286800","3588","1122.9"
"132169000","2286800","3589","1131.9"
"133246000","2286800","3589","1140.4"
"134331000","2286800","3589","1149.4"
"135665000","2286800","3589","1160.8"
"136744000","2298500","3590","1169.7"
"137823000","2298500","3589","1178.3"
"138903000","2298500","3590","1187.2"
"139982000","2298500","3590","1196.2"
"141316000","2298500","3590","1206.8"
"142394000","2298500","3589","1215.7"
"143478000","2298500","3591","1225.1"
"144563000","2270300","3590","1233.6"
"145642000","2270300","3591","1242.6"
"146975000","2270300","3591","1253.2"
"148054000","2270300","3592","1262.1"
"149133000","2270300","3591","1271.1"
"150212000","2270300","3591","1280.4"
"151291000","2270300","3591","1289.0"
"152625000","2271800","3590","1299.6"
"153704000","2271800","3590","1308.5"
"154789000","2271800","3589","1317.5"
"155868000","2271800","3589","1326.4"
"156947000","2271800","3589","1335.4"
"158281000","2271800","3589","1346.0"
"159360000","2271800","3589","1354.9"
"160439000","2286200","3589","1363.9"
"161516000","2286200","3589","1372.8"
"162595000","2286200","3589","1381.4"
"163930000","2286200","3589","1392.4"
"165014000","2286200","3589","1401.3"
"166093000","2286200","3588","1410.3"
"167171000","2286200","3588","1419.2"
"168250000","2286900","3588","1428.2"
"169584000","2286900","3589","1439.6"
"170661000","2286900","3589","1447.7"
"171740000","2286900","3588","1456.7"
"172820000","2286900","3589","1465.6"
"173898000","2286900","3589","1475.0"
"175239000","2286900","3589","1485.6"
"176317000","2270300","3589","1494.1"
"177395000","2270300","3588","1503.1"
"178474000","2270300","3588","1512.4"
"179553000","2270300","3587","1521.0"
"180887000","2270300","3588","1532.4"
"181964000","2270300","3588","1540.5"
"183043000","2270300","3589","1549.5"
"184127000","2287100","3589","1558.4"
"185210000","2287100","3589","1567.8"
"186545000","2287100","3589","1578.8"
"187624000","2287100","3589","1587.3"
"188703000","2287100","3590","1596.7"
"189782000","2287100","3591","1604.8"
"190861000","2287100","3590","1613.8"
"192195000","2284400","3590","1624.8"
"193273000","2284400","3589","1633.7"
"194357000","2284400","3590","1642.7"
"195436000","2284400","3590","1651.2"
"196515000","2284400","3590","1660.2"
"197850000","2284400","3589","1671.2"
"198929000","2284400","3590","1680.5"
"200008000","2286400","3588","1689.1"
"201086000","2286400","3590","1698.4"
"202165000","2286400","3589","1707.0"
"203499000","2286400","3588","1717.6"
"204583000","2286400","3588","1726.5"
"205662000","2286400","3588","1735.5"
"206741000","2286400","3588","1744.4"
"207820000","2286600","3588","1753.4"
"209155000","2286600","3588","1764.4"
"210234000","2286600","3589","1772.9"
"211312000","2286600","3588","1781.9"
"212391000","2286600","3588","1790.8"
"213470000","2286600","3588","1799.8"
"214810000","2286600","3587","1810.8"
"215888000","2270100","3587","1819.3"
"216967000","2270100","3588","1828.3"
"218047000","2270100","3587","1837.2"
"219126000","2270100","3587","1846.2"
"220460000","2270100","3587","1857.2"
"221539000","2270100","3587","1866.1"
"222619000","2270100","3588","1875.1"
"223698000","2287300","3588","1883.6"
"224783000","2287300","3589","1893.0"
"226116000","2287300","3588","1904.0"
"227199000","2287300","3588","1912.5"
"228279000","2287300","3588","1921.5"
"229358000","2287300","3588","1930.4"
"230436000","2287300","3588","1939.0"
"231770000","2283000","3588","1950.0"
"232849000","2283000","3588","1958.9"
"233928000","2283000","3587","1967.9"
"235013000","2283000","3588","1977.2"
"236092000","2283000","3588","1985.4"
"237425000","2283000","3587","1996.4"
"238504000","2283000","3587","2005.3"
"239583000","2301000","3588","2014.7"
"240662000","2301000","3589","2022.8"
"241741000","2301000","3588","2031.8"
"243075000","2301000","3588","2042.8"
"244159000","2301000","3587","2051.7"
"245237000","2301000","3587","2060.7"
"246316000","2301000","3586","2069.6"
"247395000","2257800","3586","2078.2"
"248729000","2257800","3586","2089.2"
"249807000","2257800","3586","2098.1"
"250886000","2257800","3586","2106.7"
"251964000","2257800","3586","2115.6"
"253043000","2257800","3585","2124.6"
"254384000","2257800","3587","2136.0"
"255463000","2270000","3586","2144.1"
"256542000","2270000","3587","2153.1"
"257621000","2270000","3586","2162.0"
"258699000","2270000","3586","2171.0"
"260034000","2270000","3586","2182.0"
"261112000","2270000","3586","2190.5"
"262191000","2270000","3587","2199.5"
"263270000","2302900","3588","2208.8"
"264354000","2302900","3587","2217.4"
"265689000","2302900","3588","2228.4"
"266769000","2302900","3587","2237.3"
"267848000","2302900","3588","2245.9"
"268926000","2302900","3588","2254.8"
"270009000","2302900","3588","2263.8"
"271343000","2254600","3587","2274.4"
"272421000","2254600","3588","2283.7"
"273501000","2254600","3587","2292.3"
"274586000","2254600","3588","2301.2"
"275663000","2254600","3587","2309.8"
"276998000","2254600","3587","2320.8"
"278077000","2254600","3587","2329.7"
"279155000","2272000","3587","2338.3"
"280235000","2272000","3587","2347.2"
"281313000","2272000","3587","2356.2"
"282648000","2272000","3587","2367.2"
"283726000","2272000","3586","2376.1"
"284809000","2272000","3587","2384.7"
"285889000","2272000","3586","2393.6"
"286968000","2286400","3586","2402.6"
"288303000","2286400","3587","2413.6"
"289382000","2286400","3587","2422.1"
"290461000","2286400","3587","2431.5"
"291540000","2286400","3586","2440.0"
"292619000","2286400","3587","2449.4"
"293953000","2286400","3588","2459.5"
"295038000","2269800","3588","2468.5"
"296117000","2269800","3588","2477.5"
"297196000","2269800","3587","2486.4"
"298274000","2269800","3587","2495.4"
"299609000","2269800","3588","2506.8"
"300687000","2269800","3588","2515.3"
"301767000","2269800","3589","2523.9"
"302845000","2288100","3589","2532.8"
"303924000","2288100","3589","2541.8"
"305264000","2288100","3589","2552.8"
"306342000","2288100","3590","2561.3"
"307421000","2288100","3589","2570.3"
"308499000","2288100","3589","2579.2"
"309578000","2288100","3590","2588.2"
"310957000","2271700","3588","2599.1"
"312035000","2271700","3588","2608.1"
"313114000","2271700","3589","2617.5"
"314198000","2271700","3590","2625.6"
"315276000","2271700","3590","2634.6"
"316610000","2271700","3590","2646.0"
"317688000","2271700","3590","2654.9"
"318768000","2286900","3590","2663.5"
"319846000","2286900","3590","2672.4"
"320926000","2286900","3589","2681.0"
"322260000","2286900","3590","2691.5"
"323339000","2286900","3590","2700.5"
"324423000","2286900","3590","2709.4"
"325502000","2286900","3590","2718.4"
"326581000","2272000","3590","2727.4"
"327916000","2272000","3591","2737.9"
"328995000","2272000","3590","2746.9"
"330072000","2272000","3590","2755.8"
"331151000","2272000","3590","2765.2"
"332229000","2272000","3591","2773.8"
"333563000","2272000","3591","2784.3"
"334647000","2270500","3590","2793.3"
"335726000","2270500","3590","2802.2"
"336804000","2270500","3591","2811.6"
"337883000","2270500","3591","2819.7"
"339217000","2270500","3591","2830.7"
"340296000","2270500","3590","2839.7"
"341375000","2270500","3591","2849.1"
"342455000","2288100","3591","2857.6"
"343533000","2288100","3592","2866.1"
"344872000","2288100","3591","2877.1"
"345951000","2288100","3591","2886.5"
"347030000","2288100","3590","2895.0"
"348109000","2288100","3591","2904.0"
"349189000","2288100","3591","2912.5"
"350524000","2283900","3590","2923.9"
"351603000","2283900","3590","2932.5"
"352681000","2283900","3589","2941.4"
"353765000","2283900","3589","2950.4"
"354850000","2283900","3590","2959.4"
"356184000","2283900","3588","2969.9"
"357262000","2283900","3589","2979.3"
"358341000","2270700","3588","2987.8"
"359420000","2270700","3588","2996.8"
"360499000","2270700","3589","3005.3"
"361832000","2270700","3589","3016.3"
"362911000","2270700","3588","3025.3"
"363989000","2270700","3589","3034.2"
"365073000","2270700","3589","3043.2"
"366152000","2272400","3588","3051.7"
"367486000","2272400","3589","3063.1"
"368565000","2272400","3589","3071.7"
"369644000","2272400","3589","3081.1"
"370723000","2272400","3588","3089.6"
"371801000","2272400","3588","3098.6"
"373135000","2272400","3588","3109.1"
"374220000","2284300","3587","3118.1"
"375297000","2284300","3587","3127.0"
