Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3579","46.3"
"1080000","0","3597","55.7"
"2164000","2284100","3582","64.3"
"3244000","2284100","3582","73.2"
"4324000","2284100","3586","82.2"
"5659000","2284100","3584","93.2"
"6738000","2284100","3587","101.7"
"7823000","2284100","3589","110.7"
"8903000","2284100","3586","119.6"
"9983000","2284900","3584","128.6"
"11316000","2284900","3585","139.6"
"12396000","2284900","3586","148.5"
"13476000","2284900","3585","157.1"
"14556000","2284900","3586","166.4"
"15636000","2284900","3584","175.0"
"16976000","2284900","3584","186.0"
"18056000","2282600","3585","194.9"
"19136000","2282600","3584","203.5"
"20216000","2282600","3586","212.4"
"21295000","2282600","3584","221.4"
"22630000","2282600","3585","232.4"
"23710000","2282600","3587","241.7"
"24790000","2282600","3588","249.9"
"25869000","2271800","3587","258.8"
"26954000","2271800","3588","268.2"
"28288000","2271800","3587","278.8"
"29369000","2271800","3587","287.7"
"30448000","2271800","3587","296.7"
"31528000","2271800","3587","305.6"
"32607000","2271800","3587","314.2"
"33942000","2282800","3588","325.2"
"35021000","2282800","3588","334.1"
"36100000","2282800","3587","343.1"
"37184000","2282800","3587","352.0"
"38264000","2282800","3587","361.0"
"39598000","2282800","3588","372.0"
"40678000","2282800","3587","380.5"
"41757000","2286000","3587","389.5"
"42836000","2286000","3587","398.4"
"43921000","2286000","3587","407.4"
"45256000","2286000","3587","418.4"
"46335000","2286000","3587","426.9"
"47421000","2286000","3587","436.3"
"48501000","2286000","3587","444.8"
"49581000","2297500","3588","454.2"
"50917000","2297500","3587","464.8"
"51997000","2297500","3587","473.7"
"53077000","2297500","3587","482.3"
"54157000","2297500","3587","491.2"
"55236000","2297500","3587","500.2"
"56571000","2297500","3587","511.2"
"57656000","2268100","3586","520.1"
"58736000","2268100","3587","529.1"
"59816000","2268100","3587","537.6"
"60895000","2268100","3587","546.6"
"62230000","2268100","3587","557.6"
"63310000","2268100","3588","566.9"
"64390000","2268100","3587","575.5"
"65469000","2271800","3589","584.0"
"66549000","2271800","3589","593.0"
"67890000","2271800","3588","604.0"
