Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","3049300","3543","62.7"
"1093000","3049300","3582","75.4"
"2187000","3049300","3588","86.8"
"3285000","3049300","3579","99.0"
"4379000","3049300","3582","111.3"
"5726000","3066100","3578","125.9"
"6819000","3066100","3582","138.2"
"7912000","3066100","3585","149.6"
"9005000","3066100","3584","162.2"
"10098000","3066100","3589","174.5"
"11446000","3069200","3588","189.2"
"12539000","3069200","3591","201.4"
"13638000","3069200","3592","212.8"
"14731000","3069200","3591","225.0"
"15824000","3069200","3590","237.3"
"17173000","3045800","3589","251.9"
"18266000","3045800","3592","263.8"
"19362000","3045800","3592","276.4"
"20456000","3045800","3594","288.2"
"21549000","3045800","3594","300.5"
"22897000","3047200","3593","314.7"
"23995000","3047200","3594","327.4"
"25089000","3047200","3593","339.2"
"26182000","3047200","3594","351.4"
"27275000","3047200","3592","363.3"
"28623000","3086000","3593","378.4"
"29716000","3086000","3593","390.6"
"30809000","3086000","3592","402.0"
"31902000","3086000","3592","414.2"
"32996000","3086000","3592","426.5"
"34350000","3065700","3592","441.6"
"35443000","3065700","3593","453.4"
"36536000","3065700","3592","465.6"
"37630000","3065700","3594","477.0"
"38722000","3065700","3593","489.3"
"40070000","3029400","3594","503.9"
"41163000","3029400","3594","516.6"
"42256000","3029400","3593","528.4"
"43355000","3029400","3594","540.6"
"44448000","3029400","3593","552.5"
"45798000","3085300","3593","567.6"
"46890000","3085300","3592","579.4"
"47983000","3085300","3592","591.2"
"49076000","3085300","3592","603.4"
"50169000","3085300","3592","615.7"
"51518000","3049300","3592","630.3"
"52610000","3049300","3592","642.2"
"53709000","3049300","3592","654.4"
"54801000","3049300","3591","666.2"
"55894000","3049300","3592","678.9"
"57243000","3046500","3592","693.1"
"58336000","3046500","3591","705.0"
"59430000","3046500","3591","717.2"
"60522000","3046500","3592","729.4"
"61620000","3046500","3592","741.7"
"62969000","3066100","3592","756.3"
"64068000","3066100","3592","768.2"
"65160000","3066100","3592","780.8"
"66253000","3066100","3592","792.6"
"67346000","3066100","3592","804.9"
"68696000","3066100","3592","819.5"
"69788000","3066100","3592","831.8"
"70880000","3066100","3592","843.2"
"71974000","3066100","3591","855.4"
"73066000","3066100","3592","867.7"
"74420000","3046900","3592","882.3"
"75513000","3046900","3591","894.2"
"76604000","3046900","3591","906.8"
"77698000","3046900","3590","918.2"
"78791000","3046900","3589","930.5"
"80139000","3050300","3590","945.1"
"81232000","3050300","3589","957.4"
"82324000","3050300","3590","969.2"
"83423000","3050300","3590","981.8"
"84516000","3050300","3591","993.3"
"85863000","3066800","3590","1008.3"
"86956000","3066800","3589","1020.2"
"88048000","3066800","3590","1032.4"
"89141000","3066800","3589","1044.2"
"90233000","3066800","3589","1056.5"
"91582000","3070200","3590","1071.5"
"92675000","3070200","3589","1083.4"
"93774000","3070200","3590","1095.6"
"94866000","3070200","3588","1107.4"
"95959000","3070200","3589","1119.7"
"97308000","3046200","3589","1134.3"
"98401000","3046200","3588","1146.2"
"99494000","3046200","3590","1158.4"
"100587000","3046200","3590","1170.2"
"101680000","3046200","3589","1182.5"
"103033000","3046500","3590","1197.1"
"104133000","3046500","3589","1209.4"
"105226000","3046500","3590","1221.2"
"106319000","3046500","3590","1233.8"
"107412000","3046500","3590","1246.1"
"108759000","3086300","3591","1260.7"
"109851000","3086300","3591","1273.0"
"110944000","3086300","3591","1284.4"
"112036000","3086300","3592","1296.6"
"113129000","3086300","3592","1308.5"
"114484000","3046900","3592","1323.5"
"115575000","3046900","3592","1335.8"
"116669000","3046900","3591","1347.6"
"117762000","3046900","3592","1359.4"
"118854000","3046900","3591","1371.7"
"120201000","3050600","3592","1386.3"
"121295000","3050600","3591","1398.6"
"122388000","3050600","3592","1410.4"
"123487000","3050600","3591","1422.6"
"124580000","3050600","3592","1434.4"
"125928000","3085600","3592","1449.9"
"127021000","3085600","3591","1461.8"
"128113000","3085600","3591","1474.0"
"129206000","3085600","3591","1485.8"
"130299000","3085600","3591","1498.1"
"131648000","3049600","3591","1512.7"
"132740000","3049600","3591","1525.0"
"133839000","3049600","3591","1536.8"
"134931000","3049600","3591","1548.6"
"136024000","3049600","3591","1560.9"
"137373000","3046900","3591","1575.5"
"138466000","3046900","3592","1588.2"
"139559000","3046900","3591","1600.0"
"140651000","3046900","3591","1611.8"
"141744000","3046900","3591","1623.7"
"143093000","3069200","3591","1638.7"
"144191000","3069200","3591","1651.0"
"145288000","3069200","3592","1662.8"
"146381000","3069200","3593","1675.0"
"147474000","3069200","3592","1687.3"
"148823000","3083900","3592","1702.4"
"149915000","3083900","3591","1714.2"
"151008000","3083900","3591","1726.0"
"152101000","3083900","3591","1738.2"
"153200000","3083900","3592","1750.1"
"154548000","3046500","3591","1765.1"
"155641000","3046500","3592","1777.0"
"156734000","3046500","3590","1789.2"
"157826000","3046500","3591","1801.0"
"158919000","3046500","3591","1813.7"
"160267000","3069900","3591","1828.3"
"161360000","3069900","3592","1840.6"
"162452000","3069900","3592","1852.0"
"163551000","3069900","3592","1864.6"
"164643000","3069900","3591","1876.5"
"165992000","3067100","3591","1891.6"
"167085000","3067100","3590","1903.4"
"168178000","3067100","3590","1915.6"
"169271000","3067100","3591","1927.4"
"170364000","3067100","3591","1940.1"
"171714000","3068100","3591","1954.8"
"172807000","3068100","3592","1966.2"
"173906000","3068100","3592","1978.4"
"174998000","3068100","3592","1990.6"
"176091000","3068100","3592","2002.9"
"177440000","3065700","3592","2018.0"
"178532000","3065700","3592","2029.8"
"179624000","3065700","3591","2041.6"
"180717000","3065700","3593","2053.4"
"181810000","3065700","3591","2065.7"
"183158000","3031100","3592","2080.3"
"184257000","3031100","3592","2092.6"
"185350000","3031100","3592","2104.4"
"186484000","3031100","3592","2117.0"
"187577000","3031100","3592","2129.3"
"188926000","3063200","3592","2144.0"
"190019000","3063200","3592","2155.8"
"191112000","3063200","3592","2168.0"
"192205000","3063200","3593","2179.8"
"193302000","3063200","3594","2192.1"
"194650000","3087000","3593","2207.6"
"195742000","3087000","3593","2219.4"
"196835000","3087000","3593","2231.2"
"197928000","3087000","3593","2243.0"
"199022000","3087000","3592","2255.7"
"200370000","3029400","3593","2270.0"
"201464000","3029400","3594","2282.6"
"202557000","3029400","3594","2294.0"
"203655000","3029400","3593","2306.7"
"204749000","3029400","3594","2318.5"
"206098000","3085300","3594","2333.6"
"207191000","3085300","3595","2345.0"
"208283000","3085300","3594","2357.2"
"209376000","3085300","3595","2369.4"
"210470000","3085300","3594","2381.3"
"211817000","3049600","3594","2396.4"
"212910000","3049600","3595","2408.6"
"214008000","3049600","3595","2420.8"
"215101000","3049600","3595","2432.2"
"216194000","3049600","3595","2444.9"
"217543000","3046500","3596","2459.2"
"218637000","3046500","3595","2471.8"
"219729000","3046500","3594","2483.2"
"220822000","3046500","3595","2495.0"
"221915000","3046500","3595","2507.7"
"223269000","3046200","3596","2521.9"
"224361000","3046200","3597","2534.6"
"225455000","3046200","3596","2546.4"
"226548000","3046200","3596","2558.2"
"227641000","3046200","3595","2570.5"
"228994000","3066400","3596","2585.2"
"230087000","3066400","3594","2597.4"
"231180000","3066400","3595","2609.2"
"232273000","3066400","3594","2621.4"
"233372000","3066400","3595","2634.1"
"234720000","3066100","3594","2648.4"
"235812000","3066100","3595","2660.2"
"236905000","3066100","3595","2672.8"
"237998000","3066100","3595","2684.2"
"239092000","3066100","3595","2696.9"
"240440000","3069900","3595","2711.6"
"241533000","3069900","3596","2723.8"
"242625000","3069900","3595","2735.6"
"243723000","3069900","3596","2747.9"
"244816000","3069900","3595","2760.1"
"246165000","3046500","3596","2774.4"
"247257000","3046500","3595","2786.6"
"248350000","3046500","3596","2798.4"
"249444000","3046500","3595","2811.1"
"250536000","3046500","3595","2822.5"
"251885000","3069200","3594","2837.6"
"252978000","3069200","3595","2849.4"
"254077000","3069200","3595","2861.6"
"255170000","3069200","3596","2874.3"
"256264000","3069200","3595","2886.1"
"257612000","3045800","3595","2900.4"
"258705000","3045800","3595","2913.0"
"259798000","3045800","3594","2924.8"
"260891000","3045800","3594","2937.1"
"261984000","3045800","3594","2949.3"
"263338000","3066100","3593","2963.6"
"264431000","3066100","3593","2975.8"
"265524000","3066100","3594","2987.6"
"266618000","3066100","3594","2999.8"
"267711000","3066100","3593","3011.7"
"269060000","3088000","3594","3027.2"
"270152000","3088000","3594","3039.0"
"271250000","3088000","3594","3051.2"
"272344000","3088000","3594","3063.1"
"273442000","3088000","3595","3075.3"
"274790000","3044500","3594","3090.0"
"275882000","3044500","3594","3101.8"
"276975000","3044500","3596","3113.6"
"278068000","3044500","3595","3126.3"
"279160000","3044500","3595","3137.7"
"280508000","3050300","3594","3152.8"
"281600000","3050300","3594","3165.0"
"282694000","3050300","3593","3176.8"
"283792000","3050300","3594","3189.5"
"284886000","3050300","3594","3201.3"
"286235000","3045800","3594","3215.6"
"287327000","3045800","3594","3227.8"
"288421000","3045800","3593","3239.6"
"289514000","3045800","3594","3251.8"
"290608000","3045800","3594","3263.7"
"291955000","3069200","3594","3278.8"
"293047000","3069200","3594","3290.6"
"294144000","3069200","3594","3302.8"
"295238000","3069200","3595","3315.5"
"296330000","3069200","3595","3326.9"
"297679000","3087000","3595","3342.4"
"298773000","3087000","3594","3354.2"
"299865000","3087000","3595","3366.0"
"300959000","3087000","3595","3377.8"
"302052000","3087000","3596","3390.5"
"303406000","3045800","3595","3405.2"
"304498000","3045800","3596","3417.4"
"305592000","3045800","3595","3428.8"
"306685000","3045800","3595","3441.0"
"307778000","3045800","3595","3453.3"
"309127000","3048900","3595","3468.0"
"310220000","3048900","3596","3479.8"
"311311000","3048900","3595","3492.0"
"312409000","3048900","3595","3504.7"
"313508000","3048900","3595","3516.5"
"314856000","3064700","3594","3531.2"
"315949000","3064700","3594","3543.4"
"317042000","3064700","3594","3555.2"
"318136000","3064700","3595","3567.0"
"319228000","3064700","3594","3579.3"
