Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3597","46.3"
"1080000","0","3585","54.9"
"2165000","2270900","3604","63.8"
"3244000","2270900","3604","72.8"
"4324000","2270900","3597","81.8"
"5659000","2270900","3594","92.7"
"6738000","2270900","3595","101.7"
"7817000","2270900","3595","110.2"
"8900000","2270900","3592","119.2"
"9980000","2300400","3595","128.6"
"11315000","2300400","3591","139.1"
"12399000","2300400","3590","148.1"
"13478000","2300400","3591","157.1"
"14558000","2300400","3589","165.6"
"15637000","2300400","3591","175.0"
"16971000","2300400","3590","185.5"
"18051000","2255100","3592","194.1"
"19131000","2255100","3592","203.0"
"20209000","2255100","3593","212.4"
"21289000","2255100","3591","221.0"
"22629000","2255100","3590","231.9"
"23708000","2255100","3590","240.9"
"24788000","2255100","3591","249.4"
"25867000","2285400","3591","258.4"
"26946000","2285400","3590","267.4"
"28282000","2285400","3590","278.3"
"29362000","2285400","3589","287.3"
"30441000","2285400","3590","296.3"
"31520000","2285400","3590","304.8"
"32605000","2285400","3590","313.8"
"33940000","2283000","3589","324.7"
"35019000","2283000","3590","334.1"
"36098000","2283000","3588","342.7"
"37178000","2283000","3589","351.6"
"38258000","2283000","3589","360.2"
"39593000","2283000","3588","371.1"
"40672000","2283000","3587","380.1"
"41751000","2286900","3588","389.1"
"42835000","2286900","3587","397.6"
"43913000","2286900","3587","406.6"
"45248000","2286900","3587","417.5"
"46327000","2286900","3587","426.5"
"47406000","2286900","3588","435.9"
"48485000","2286900","3588","444.0"
"49563000","2272000","3587","453.0"
"50903000","2272000","3586","463.9"
"51983000","2272000","3586","472.9"
"53069000","2272000","3586","481.9"
"54147000","2272000","3586","490.4"
"55227000","2272000","3586","499.4"
"56560000","2272000","3586","510.3"
"57639000","2281900","3586","519.3"
"58720000","2281900","3585","528.3"
"59799000","2281900","3585","536.8"
"60878000","2281900","3585","546.2"
"62219000","2281900","3585","556.7"
"63299000","2281900","3584","565.7"
"64378000","2281900","3584","574.7"
"65458000","2270300","3585","583.2"
"66537000","2270300","3583","592.2"
"67872000","2270300","3585","603.6"
"68952000","2270300","3585","611.7"
"70032000","2270300","3584","620.6"
"71111000","2270300","3585","630.0"
"72195000","2270300","3585","639.0"
"73530000","2283000","3585","649.5"
"74608000","2283000","3584","658.5"
"75689000","2283000","3584","667.5"
"76768000","2283000","3583","676.0"
"77847000","2283000","3584","685.0"
"79182000","2283000","3585","695.5"
"80261000","2283000","3585","704.9"
"81341000","2272400","3585","713.4"
"82425000","2272400","3584","722.4"
"83505000","2272400","3585","731.4"
"84840000","2272400","3585","741.9"
"85918000","2272400","3584","750.9"
"86998000","2272400","3584","759.8"
"88077000","2272400","3585","768.4"
"89157000","2271100","3584","777.3"
"90490000","2271100","3586","788.7"
"91570000","2271100","3585","796.9"
"92659000","2271100","3586","805.8"
"93739000","2271100","3585","814.8"
