Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3587","46.3"
"1085000","0","3588","55.3"
"2170000","2283900","3592","64.3"
"3249000","2283900","3586","72.8"
"4328000","2283900","3587","81.8"
"5664000","2283900","3587","92.7"
"6744000","2283900","3588","101.7"
"7824000","2283900","3593","111.1"
"8903000","2283900","3591","119.6"
"9983000","2286400","3591","128.6"
"11317000","2286400","3589","139.1"
"12401000","2286400","3588","148.1"
"13481000","2286400","3587","157.1"
"14560000","2286400","3587","166.0"
"15639000","2286400","3586","175.0"
"16974000","2286400","3586","186.0"
"18054000","2269200","3587","194.5"
"19133000","2269200","3586","203.5"
"20212000","2269200","3586","212.4"
"21292000","2269200","3586","221.4"
"22632000","2269200","3585","232.4"
"23712000","2269200","3585","241.3"
"24791000","2269200","3585","250.3"
"25871000","2314400","3587","259.6"
"26951000","2314400","3587","268.2"
"28286000","2314400","3587","278.8"
"29366000","2314400","3586","287.7"
"30445000","2314400","3586","296.7"
"31529000","2314400","3587","306.0"
"32609000","2314400","3586","314.6"
"33944000","2268700","3586","325.6"
"35024000","2268700","3586","334.1"
"36104000","2268700","3587","343.5"
"37184000","2268700","3588","352.4"
"38263000","2268700","3587","361.0"
"39597000","2268700","3588","372.0"
"40676000","2268700","3587","380.5"
"41760000","2285600","3588","389.9"
"42845000","2285600","3588","398.8"
"43925000","2285600","3589","407.8"
"45259000","2285600","3588","418.4"
"46338000","2285600","3589","426.9"
"47416000","2285600","3589","435.9"
"48495000","2285600","3588","444.8"
"49574000","2271400","3588","453.8"
"50909000","2271400","3588","464.8"
"51993000","2271400","3588","473.3"
"53073000","2271400","3588","482.3"
"54152000","2271400","3588","491.2"
"55232000","2271400","3587","500.2"
"56566000","2271400","3587","511.2"
"57646000","2269000","3588","519.7"
"58725000","2269000","3588","528.7"
"59805000","2269000","3588","537.6"
"60884000","2269000","3588","546.6"
"62226000","2269000","3588","557.6"
"63305000","2269000","3588","566.5"
"64385000","2269000","3587","575.5"
"65464000","2299400","3587","584.4"
"66544000","2299400","3588","593.0"
"67879000","2299400","3588","604.4"
"68958000","2299400","3588","612.9"
"70037000","2299400","3588","621.9"
"71116000","2299400","3588","630.8"
"72201000","2299400","3589","640.2"
"73536000","2268900","3588","650.4"
"74615000","2268900","3588","659.3"
"75694000","2268900","3588","668.3"
"76773000","2268900","3588","677.2"
"77853000","2268900","3588","686.2"
"79188000","2268900","3589","697.2"
"80267000","2268900","3588","705.7"
"81346000","2287300","3588","714.7"
"82431000","2287300","3587","723.6"
"83510000","2287300","3587","732.6"
"84850000","2287300","3587","743.6"
"85930000","2287300","3588","752.5"
"87010000","2287300","3588","761.1"
"88089000","2287300","3587","770.0"
"89168000","2283700","3588","779.0"
"90503000","2283700","3588","790.0"
"91589000","2283700","3589","799.3"
"92667000","2283700","3588","807.9"
"93746000","2283700","3588","816.4"
"94825000","2283700","3588","825.4"
"96160000","2283700","3587","836.4"
"97239000","2283500","3588","845.3"
"98318000","2283500","3588","854.7"
"99398000","2283500","3588","863.2"
"100477000","2283500","3587","872.2"
"101819000","2283500","3588","882.8"
"102898000","2283500","3587","891.7"
"103977000","2283500","3586","900.7"
"105056000","2299800","3587","910.0"
"106135000","2299800","3587","918.6"
"107470000","2299800","3587","929.6"
"108550000","2299800","3587","938.1"
"109630000","2299800","3587","947.1"
"110709000","2299800","3587","956.0"
"111794000","2299800","3588","965.4"
"113129000","2254600","3588","975.6"
"114208000","2254600","3587","984.5"
"115287000","2254600","3587","993.5"
"116367000","2254600","3587","1002.4"
"117447000","2254600","3587","1011.4"
"118781000","2254600","3587","1022.0"
"119861000","2254600","3587","1030.9"
"120940000","2286900","3586","1039.9"
"122024000","2286900","3587","1048.8"
"123103000","2286900","3586","1057.8"
"124438000","2286900","3586","1068.4"
"125518000","2286900","3586","1077.3"
"126602000","2286900","3586","1086.3"
"127681000","2286900","3585","1095.2"
"128761000","2284100","3585","1104.2"
"130096000","2284100","3586","1114.8"
"131175000","2284100","3587","1123.7"
"132259000","2284100","3587","1132.7"
"133339000","2284100","3587","1141.6"
"134419000","2284100","3587","1151.0"
"135754000","2284100","3587","1161.6"
"136833000","2268900","3587","1170.1"
"137912000","2268900","3587","1179.1"
"138991000","2268900","3587","1188.4"
"140070000","2268900","3587","1197.0"
"141404000","2268900","3587","1208.0"
"142489000","2268900","3586","1216.5"
"143568000","2268900","3588","1225.5"
"144648000","2285800","3588","1234.4"
"145727000","2285800","3588","1243.4"
"147061000","2285800","3587","1254.4"
"148140000","2285800","3586","1263.3"
"149220000","2285800","3587","1272.3"
"150299000","2285800","3587","1281.2"
"151378000","2285800","3586","1289.8"
"152718000","2283500","3586","1300.8"
"153799000","2283500","3586","1309.7"
"154878000","2283500","3586","1318.7"
"155957000","2283500","3586","1327.6"
"157036000","2283500","3586","1336.2"
"158370000","2283500","3586","1347.2"
"159449000","2283500","3586","1356.1"
"160528000","2287300","3586","1365.1"
"161614000","2287300","3587","1374.5"
"162693000","2287300","3588","1383.4"
"164028000","2287300","3588","1393.6"
"165108000","2287300","3587","1402.5"
"166187000","2287300","3588","1411.5"
"167266000","2287300","3588","1420.4"
"168356000","2282200","3587","1429.4"
"169689000","2282200","3587","1440.0"
"170769000","2282200","3587","1448.9"
"171854000","2282200","3587","1457.9"
"172933000","2282200","3587","1466.8"
"174013000","2282200","3587","1475.4"
"175348000","2282200","3587","1486.4"
"176427000","2269000","3587","1495.3"
"177506000","2269000","3587","1504.3"
"178585000","2269000","3587","1512.8"
"179664000","2269000","3587","1521.8"
"180997000","2269000","3587","1533.2"
"182082000","2269000","3587","1541.7"
"183161000","2269000","3588","1550.3"
"184240000","2272000","3588","1559.2"
"185320000","2272000","3588","1568.2"
"186655000","2272000","3587","1579.2"
"187735000","2272000","3587","1587.7"
"188815000","2272000","3587","1596.7"
"189894000","2272000","3587","1605.6"
"190973000","2272000","3586","1614.6"
"192313000","2296700","3587","1626.0"
"193392000","2296700","3587","1634.1"
"194471000","2296700","3587","1643.1"
"195550000","2296700","3586","1652.0"
"196629000","2296700","3586","1661.0"
"197964000","2296700","3586","1672.0"
"199044000","2296700","3587","1681.3"
"200123000","2258200","3586","1689.5"
"201202000","2258200","3585","1698.4"
"202287000","2258200","3586","1707.8"
"203623000","2258200","3586","1718.4"
"204702000","2258200","3587","1726.9"
"205781000","2258200","3586","1735.9"
"206860000","2258200","3586","1744.8"
"207940000","2300000","3587","1754.2"
"209275000","2300000","3587","1764.4"
"210359000","2300000","3588","1773.3"
"211438000","2300000","3587","1782.3"
"212524000","2300000","3587","1791.2"
"213603000","2300000","3588","1800.6"
"214938000","2300000","3588","1811.2"
"216018000","2267200","3589","1820.1"
"217097000","2267200","3588","1828.7"
"218176000","2267200","3586","1837.6"
"219255000","2267200","3586","1846.6"
"220591000","2267200","3586","1857.2"
"221676000","2267200","3586","1866.1"
"222755000","2267200","3586","1875.1"
"223834000","2270900","3585","1884.0"
"224913000","2270900","3585","1893.0"
"226248000","2270900","3586","1903.6"
"227327000","2270900","3586","1912.5"
"228406000","2270900","3586","1921.9"
"229486000","2270900","3585","1930.4"
"230565000","2270900","3585","1939.4"
"231906000","2269000","3587","1950.0"
"232983000","2269000","3587","1959.3"
"234063000","2269000","3587","1968.3"
"235142000","2269000","3587","1976.4"
"236221000","2269000","3588","1985.4"
"237556000","2269000","3586","1996.4"
"238636000","2269000","3586","2005.3"
"239715000","2287500","3587","2014.3"
