Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3591","46.3"
"1079000","0","3585","55.3"
"2162000","2285100","3586","64.3"
"3241000","2285100","3589","73.2"
"4320000","2285100","3585","81.8"
"5654000","2285100","3589","92.7"
"6732000","2285100","3584","101.7"
"7811000","2285100","3584","110.7"
"8890000","2285100","3586","119.2"
"9969000","2273700","3582","128.2"
"11303000","2273700","3582","139.1"
"12387000","2273700","3583","147.7"
"13465000","2273700","3582","156.6"
"14544000","2273700","3582","165.6"
"15622000","2273700","3583","174.1"
"16956000","2273700","3581","185.1"
"18034000","2270900","3580","194.1"
"19113000","2270900","3581","203.0"
"20192000","2270900","3584","212.4"
"21270000","2270900","3584","220.5"
"22611000","2270900","3584","231.5"
"23689000","2270900","3583","240.5"
"24768000","2270900","3585","249.9"
"25846000","2286800","3584","258.4"
"26924000","2286800","3585","266.9"
"28259000","2286800","3584","277.9"
"29338000","2286800","3584","286.9"
"30417000","2286800","3586","296.3"
"31496000","2286800","3585","304.4"
"32581000","2286800","3586","313.3"
"33916000","2269600","3585","324.3"
"34994000","2269600","3586","333.7"
"36073000","2269600","3587","341.8"
"37152000","2269600","3587","350.8"
"38231000","2269600","3586","359.7"
"39565000","2269600","3587","370.7"
"40649000","2269600","3587","379.3"
"41728000","2272000","3587","388.2"
"42813000","2272000","3587","397.2"
"43891000","2272000","3587","406.6"
"45226000","2272000","3588","417.5"
"46305000","2272000","3588","425.7"
"47384000","2272000","3587","434.6"
"48463000","2272000","3588","444.0"
"49541000","2272000","3589","452.1"
"50875000","2272000","3589","463.1"
"51954000","2272000","3588","472.1"
"53038000","2272000","3588","481.0"
"54117000","2272000","3588","490.4"
"55196000","2272000","3588","498.5"
"56531000","2272000","3589","509.5"
"57610000","2298000","3589","518.9"
"58689000","2298000","3589","527.4"
"59768000","2298000","3589","536.4"
"60847000","2298000","3590","544.9"
"62186000","2298000","3590","555.9"
"63265000","2298000","3591","565.3"
"64345000","2298000","3591","573.8"
"65423000","2257200","3591","582.4"
"66501000","2257200","3592","591.3"
"67836000","2257200","3593","602.7"
"68915000","2257200","3592","611.3"
"69994000","2257200","3593","619.8"
"71073000","2257200","3592","628.8"
"72158000","2257200","3592","638.1"
"73491000","2284100","3592","648.7"
"74570000","2284100","3593","657.3"
"75649000","2284100","3592","666.2"
"76728000","2284100","3591","675.2"
"77808000","2284100","3592","683.7"
"79141000","2284100","3592","694.7"
"80220000","2284100","3592","703.7"
"81300000","2258500","3592","712.2"
"82389000","2258500","3592","721.2"
"83468000","2258500","3591","730.1"
"84801000","2258500","3592","741.5"
"85880000","2258500","3593","749.7"
"86960000","2258500","3591","758.6"
"88037000","2258500","3591","767.6"
"89117000","2299800","3592","776.9"
"90451000","2299800","3593","787.5"
"91530000","2299800","3592","796.1"
"92615000","2299800","3591","805.0"
"93693000","2299800","3591","814.0"
"94772000","2299800","3592","822.9"
"96106000","2299800","3592","833.5"
"97184000","2256200","3591","842.5"
"98263000","2256200","3591","851.4"
"99341000","2256200","3591","860.4"
"100421000","2256200","3592","868.9"
"101754000","2256200","3591","879.9"
"102839000","2256200","3591","888.9"
"103919000","2256200","3592","897.8"
"104998000","2286200","3591","906.8"
"106076000","2286200","3590","915.7"
"107409000","2286200","3590","926.3"
"108488000","2286200","3591","935.7"
"109568000","2286200","3591","944.2"
"110647000","2286200","3590","953.2"
"111727000","2286200","3591","962.1"
"113067000","2269800","3590","972.7"
"114145000","2269800","3590","981.7"
"115224000","2269800","3590","990.6"
"116304000","2269800","3590","999.6"
"117383000","2269800","3588","1008.1"
"118717000","2269800","3588","1019.1"
"119795000","2269800","3588","1028.1"
"120874000","2273500","3589","1036.6"
"121953000","2273500","3587","1045.6"
"123038000","2273500","3587","1054.5"
"124378000","2273500","3586","1065.5"
"125456000","2273500","3588","1074.0"
"126535000","2273500","3587","1083.0"
"127614000","2273500","3588","1092.0"
"128692000","2285100","3587","1100.9"
"130026000","2285100","3589","1111.5"
"131105000","2285100","3588","1120.4"
"132190000","2285100","3590","1129.8"
"133269000","2285100","3589","1138.4"
"134347000","2285100","3589","1146.9"
"135682000","2285100","3589","1157.9"
"136760000","2284100","3589","1167.3"
"137840000","2284100","3589","1175.8"
"138918000","2284100","3590","1185.2"
"139997000","2284100","3591","1193.3"
"141331000","2284100","3589","1204.3"
"142414000","2284100","3589","1213.2"
"143493000","2284100","3590","1222.2"
"144571000","2258000","3590","1230.7"
"145649000","2258000","3589","1239.7"
"146983000","2258000","3588","1250.7"
"148062000","2258000","3589","1259.2"
"149142000","2258000","3588","1268.2"
"150220000","2258000","3588","1277.1"
"151299000","2258000","3589","1285.7"
"152639000","2270100","3588","1296.7"
"153718000","2270100","3588","1305.6"
"154797000","2270100","3588","1314.6"
"155876000","2270100","3589","1323.5"
"156955000","2270100","3588","1332.1"
"158290000","2270100","3588","1343.1"
"159369000","2270100","3588","1352.0"
"160449000","2287300","3589","1361.0"
"161528000","2287300","3588","1369.5"
"162612000","2287300","3588","1378.5"
"163946000","2287300","3589","1389.9"
"165025000","2287300","3588","1398.4"
"166108000","2287300","3590","1407.0"
"167187000","2287300","3589","1415.9"
"168266000","2285100","3590","1425.3"
"169601000","2285100","3589","1435.9"
"170679000","2285100","3590","1444.8"
"171758000","2285100","3590","1453.4"
"172842000","2285100","3589","1462.3"
"173921000","2285100","3590","1471.3"
"175255000","2285100","3590","1481.9"
"176334000","2256200","3590","1490.8"
"177413000","2256200","3589","1499.8"
"178491000","2256200","3590","1509.1"
"179569000","2256200","3590","1517.3"
"180905000","2256200","3590","1528.3"
"181989000","2256200","3589","1537.2"
"183068000","2256200","3590","1546.2"
"184147000","2271800","3590","1554.7"
"185226000","2271800","3589","1563.7"
"186560000","2271800","3589","1574.7"
"187639000","2271800","3588","1583.6"
"188718000","2271800","3587","1592.2"
"189797000","2271800","3588","1601.1"
"190876000","2271800","3587","1609.7"
"192215000","2270000","3588","1620.7"
"193294000","2270000","3587","1629.6"
"194373000","2270000","3588","1638.6"
"195452000","2270000","3587","1647.5"
"196530000","2270000","3586","1656.5"
"197865000","2270000","3587","1667.1"
"198944000","2270000","3587","1676.0"
"200024000","2273100","3587","1684.6"
"201103000","2273100","3587","1693.5"
"202187000","2273100","3588","1702.9"
"203521000","2273100","3587","1713.5"
"204599000","2273100","3588","1722.0"
"205678000","2273100","3588","1731.0"
"206756000","2273100","3588","1739.9"
"207840000","2285600","3588","1748.9"
"209173000","2285600","3589","1759.9"
"210251000","2285600","3589","1768.4"
"211331000","2285600","3589","1777.4"
"212415000","2285600","3587","1786.3"
"213493000","2285600","3588","1795.3"
"214828000","2285600","3589","1805.8"
"215907000","2270300","3589","1814.8"
"216986000","2270300","3588","1823.8"
"218064000","2270300","3589","1833.1"
"219141000","2270300","3590","1841.7"
"220476000","2270300","3589","1852.2"
"221555000","2270300","3590","1861.2"
"222640000","2270300","3589","1870.2"
"223719000","2286800","3590","1879.1"
"224798000","2286800","3589","1887.7"
"226133000","2286800","3589","1898.6"
"227211000","2286800","3590","1908.0"
"228289000","2286800","3590","1916.6"
"229368000","2286800","3591","1925.1"
"230448000","2286800","3591","1934.5"
"231781000","2271600","3590","1945.0"
"232865000","2271600","3591","1954.0"
"233945000","2271600","3591","1962.5"
"235024000","2271600","3590","1971.5"
"236103000","2271600","3591","1980.9"
"237438000","2271600","3591","1991.0"
"238517000","2271600","3591","2000.0"
"239595000","2271600","3590","2008.9"
"240673000","2271600","3591","2017.9"
"241752000","2271600","3592","2026.4"
"243092000","2271600","3592","2037.4"
"244171000","2271600","3591","2046.4"
"245249000","2271600","3592","2055.3"
"246328000","2271600","3592","2063.9"
"247406000","2272400","3591","2072.8"
"248740000","2272400","3591","2083.8"
"249824000","2272400","3591","2092.8"
"250903000","2272400","3592","2102.2"
"251982000","2272400","3591","2110.3"
"253066000","2272400","3591","2119.2"
"254400000","2272400","3592","2130.2"
"255479000","2268700","3591","2138.8"
"256558000","2268700","3591","2148.1"
"257637000","2268700","3591","2156.7"
"258716000","2268700","3591","2165.6"
"260051000","2268700","3592","2176.2"
"261130000","2268700","3590","2185.2"
"262214000","2268700","3591","2194.5"
"263294000","2300600","3591","2203.5"
"264373000","2300600","3591","2212.0"
"265706000","2300600","3590","2222.6"
"266785000","2300600","3590","2231.6"
"267863000","2300600","3591","2240.9"
"268942000","2300600","3591","2249.1"
"270021000","2300600","3591","2258.4"
"271356000","2257600","3589","2269.0"
"272440000","2257600","3589","2278.0"
"273520000","2257600","3590","2287.3"
"274599000","2257600","3589","2295.5"
"275678000","2257600","3589","2304.4"
"277012000","2257600","3590","2315.8"
"278090000","2257600","3590","2324.0"
"279169000","2271800","3590","2332.9"
"280248000","2271800","3588","2341.9"
"281326000","2271800","3589","2350.8"
"282666000","2271800","3589","2361.8"
"283745000","2271800","3588","2370.8"
"284824000","2271800","3588","2379.3"
"285904000","2271800","3588","2388.7"
"286982000","2286400","3588","2397.2"
"288316000","2286400","3587","2407.8"
"289395000","2286400","3587","2416.8"
"290474000","2286400","3587","2425.7"
"291553000","2286400","3588","2434.3"
"292642000","2286400","3587","2443.2"
"293977000","2286400","3586","2454.2"
"295056000","2268300","3587","2463.2"
"296135000","2268300","3587","2471.7"
"297213000","2268300","3587","2480.7"
"298291000","2268300","3586","2489.6"
"299626000","2268300","3586","2500.2"
"300704000","2268300","3586","2509.2"
"301783000","2268300","3586","2518.1"
"302867000","2272600","3586","2527.1"
"303945000","2272600","3586","2535.6"
"305280000","2272600","3586","2546.6"
"306358000","2272600","3586","2555.6"
"307436000","2272600","3586","2564.1"
"308515000","2272600","3586","2573.1"
"309594000","2272600","3586","2582.0"
"310927000","2272300","3586","2593.0"
"312012000","2272300","3586","2601.5"
"313096000","2272300","3586","2610.5"
"314175000","2272300","3586","2619.5"
"315253000","2272300","3585","2628.4"
"316588000","2272300","3585","2639.4"
"317667000","2272300","3586","2648.4"
"318746000","2270100","3585","2656.9"
"319825000","2270100","3586","2665.4"
"320903000","2270100","3585","2674.4"
"322243000","2270100","3585","2685.4"
"323321000","2270100","3586","2694.3"
"324400000","2270100","3585","2703.3"
"325478000","2270100","3585","2711.8"
"326557000","2272400","3584","2720.8"
"327891000","2272400","3584","2731.8"
"328969000","2272400","3585","2740.7"
"330048000","2272400","3584","2749.3"
"331127000","2272400","3584","2758.2"
"332212000","2272400","3583","2767.2"
"333546000","2272400","3583","2778.6"
"334629000","2283000","3582","2787.1"
"335708000","2283000","3583","2795.7"
"336786000","2283000","3583","2805.1"
"337865000","2283000","3583","2813.6"
"339199000","2283000","3584","2825.0"
"340277000","2283000","3585","2833.1"
"341356000","2283000","3584","2842.1"
"342440000","2272600","3584","2851.0"
"343520000","2272600","3584","2860.0"
"344853000","2272600","3585","2870.6"
"345932000","2272600","3586","2879.9"
"347011000","2272600","3586","2888.5"
"348091000","2272600","3586","2897.4"
"349169000","2272600","3586","2906.4"
"350505000","2270900","3586","2917.0"
"351585000","2270900","3585","2925.9"
"352668000","2270900","3586","2934.9"
"353747000","2270900","3586","2943.8"
"354826000","2270900","3587","2952.4"
"356161000","2270900","3587","2963.4"
"357239000","2270900","3587","2972.3"
"358318000","2286600","3587","2981.3"
"359397000","2286600","3587","2990.2"
"360476000","2286600","3587","2998.8"
"361810000","2286600","3587","3009.8"
"362895000","2286600","3588","3018.3"
"363973000","2286600","3587","3027.7"
"365052000","2286600","3587","3036.2"
"366129000","2286800","3588","3045.6"
"367463000","2286800","3587","3056.2"
"368540000","2286800","3587","3064.7"
"369619000","2286800","3588","3074.1"
"370698000","2286800","3589","3082.2"
"371777000","2286800","3588","3091.2"
"373117000","2286800","3588","3102.2"
"374196000","2256400","3588","3111.1"
"375274000","2256400","3588","3119.7"
