Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3598","46.3"
"1078000","0","3583","55.3"
"2157000","2286600","3580","64.3"
"3235000","2286600","3581","73.2"
"4314000","2286600","3585","82.2"
"5648000","2286600","3582","92.7"
"6727000","2286600","3587","102.1"
"7806000","2286600","3584","110.7"
"8889000","2286600","3585","119.6"
"9968000","2272400","3587","128.2"
"11303000","2272400","3585","139.1"
"12385000","2272400","3586","148.5"
"13464000","2272400","3584","157.1"
"14542000","2272400","3583","166.0"
"15622000","2272400","3584","175.0"
"16957000","2272400","3587","186.4"
"18035000","2284400","3589","194.5"
"19120000","2284400","3587","203.5"
"20197000","2284400","3588","212.8"
"21277000","2284400","3587","221.4"
"22611000","2284400","3588","232.8"
"23690000","2284400","3587","241.3"
"24769000","2284400","3588","249.9"
"25848000","2286600","3586","258.8"
"26927000","2286600","3585","267.8"
"28262000","2286600","3586","278.8"
"29345000","2286600","3586","287.3"
"30425000","2286600","3586","296.3"
"31504000","2286600","3586","305.2"
"32583000","2286600","3586","314.2"
"33916000","2270000","3587","324.7"
"34995000","2270000","3586","334.1"
"36074000","2270000","3587","343.1"
"37153000","2270000","3588","352.0"
"38233000","2270000","3588","360.6"
"39573000","2270000","3589","371.1"
"40652000","2270000","3589","380.1"
"41731000","2286000","3589","389.1"
"42810000","2286000","3588","398.0"
"43889000","2286000","3589","407.0"
"45223000","2286000","3588","417.5"
"46300000","2286000","3588","426.5"
"47379000","2286000","3587","435.5"
"48458000","2286000","3587","444.4"
"49543000","2301100","3588","453.8"
"50877000","2301100","3588","463.9"
"51956000","2301100","3588","472.9"
"53035000","2301100","3588","481.9"
"54119000","2301100","3587","490.8"
"55198000","2301100","3588","499.8"
"56531000","2301100","3587","510.8"
"57610000","2256200","3587","519.3"
"58695000","2256200","3588","528.3"
"59774000","2256200","3588","537.2"
"60853000","2256200","3588","545.8"
"62188000","2256200","3587","556.7"
"63266000","2256200","3587","565.7"
"64344000","2256200","3587","574.7"
"65423000","2272000","3587","583.2"
"66503000","2272000","3587","592.2"
"67836000","2272000","3587","603.1"
"68920000","2272000","3587","612.1"
"69998000","2272000","3588","621.1"
"71077000","2272000","3589","629.6"
"72156000","2272000","3588","638.6"
"73490000","2284400","3587","649.5"
"74568000","2284400","3586","658.5"
"75648000","2284400","3587","667.5"
"76727000","2284400","3586","676.0"
"77806000","2284400","3587","685.0"
"79146000","2284400","3586","695.9"
"80225000","2284400","3586","704.9"
"81304000","2300600","3587","714.3"
"82384000","2300600","3588","722.8"
"83463000","2300600","3588","731.4"
"84796000","2300600","3587","742.3"
"85875000","2300600","3588","751.7"
"86954000","2300600","3588","760.7"
"88033000","2300600","3589","768.8"
