Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3568","46.8"
"1079000","0","3580","55.3"
"2160000","2299400","3592","64.7"
"3240000","2299400","3593","73.6"
"4319000","2299400","3594","82.6"
"5653000","2299400","3596","92.7"
"6739000","2299400","3594","102.1"
"7818000","2299400","3597","110.7"
"8897000","2299400","3592","119.6"
"9977000","2270700","3590","128.6"
"11312000","2270700","3589","139.6"
"12392000","2270700","3589","148.5"
"13472000","2270700","3593","157.9"
"14552000","2270700","3594","166.0"
"15632000","2270700","3592","175.0"
"16972000","2270700","3591","186.0"
"18050000","2296700","3593","195.3"
"19129000","2296700","3592","203.9"
"20208000","2296700","3594","212.4"
"21288000","2296700","3593","221.4"
"22623000","2296700","3592","232.4"
"23702000","2296700","3592","241.3"
"24781000","2296700","3591","249.9"
"25861000","2258000","3591","258.8"
"26945000","2258000","3590","267.8"
"28279000","2258000","3590","278.8"
"29359000","2258000","3591","288.1"
"30443000","2258000","3590","296.7"
"31522000","2258000","3590","305.6"
"32601000","2258000","3590","314.6"
"33936000","2282100","3590","325.2"
"35016000","2282100","3589","334.1"
"36096000","2282100","3591","343.5"
"37181000","2282100","3590","352.0"
"38260000","2282100","3590","360.6"
"39595000","2282100","3590","371.6"
"40673000","2282100","3590","380.5"
"41753000","2285400","3590","389.5"
"42832000","2285400","3589","398.0"
"43911000","2285400","3590","407.4"
"45246000","2285400","3590","418.4"
"46326000","2285400","3589","426.9"
"47410000","2285400","3590","435.5"
"48489000","2285400","3589","444.4"
"49567000","2271400","3589","453.4"
"50902000","2271400","3589","464.4"
"51981000","2271400","3589","473.3"
"53060000","2271400","3588","482.3"
"54137000","2271400","3588","490.8"
"55218000","2271400","3588","499.8"
"56553000","2271400","3589","510.8"
"57638000","2283300","3588","519.7"
"58718000","2283300","3588","528.7"
"59798000","2283300","3588","537.6"
"60876000","2283300","3588","546.2"
"62210000","2283300","3587","557.2"
"63289000","2283300","3587","566.1"
"64368000","2283300","3587","575.1"
"65446000","2273300","3588","583.6"
"66525000","2273300","3587","592.6"
"67865000","2273300","3587","603.6"
"68944000","2273300","3588","612.9"
"70023000","2273300","3587","621.9"
"71103000","2273300","3586","630.0"
"72187000","2273300","3587","639.0"
"73522000","2296000","3587","650.4"
"74602000","2296000","3586","658.9"
"75681000","2296000","3586","667.9"
"76766000","2296000","3586","676.8"
"77845000","2296000","3585","685.4"
"79181000","2296000","3586","696.8"
"80260000","2296000","3586","705.3"
"81339000","2256100","3586","713.9"
"82418000","2256100","3586","722.8"
"83497000","2256100","3586","731.8"
"84831000","2256100","3586","742.8"
"85911000","2256100","3586","751.3"
"86996000","2256100","3586","760.7"
"88075000","2256100","3586","769.2"
"89154000","2285800","3585","778.2"
"90489000","2285800","3585","789.2"
"91568000","2285800","3585","798.1"
"92649000","2285800","3585","807.5"
"93728000","2285800","3585","815.6"
"94807000","2285800","3585","824.6"
"96142000","2285800","3585","835.6"
"97227000","2282800","3585","844.5"
"98307000","2282800","3585","853.5"
"99387000","2282800","3585","862.4"
"100465000","2282800","3584","871.0"
"101799000","2282800","3584","882.0"
"102879000","2282800","3584","890.9"
"103957000","2282800","3584","899.9"
"105037000","2272900","3584","908.4"
"106116000","2272900","3584","917.4"
"107456000","2272900","3584","928.4"
"108535000","2272900","3585","937.7"
"109614000","2272900","3585","946.3"
"110693000","2272900","3585","954.8"
"111773000","2272900","3585","963.8"
"113107000","2283500","3585","974.8"
"114191000","2283500","3585","983.7"
"115271000","2283500","3585","992.7"
"116350000","2283500","3584","1002.0"
"117433000","2283500","3585","1010.2"
"118768000","2283500","3585","1021.1"
"119847000","2283500","3585","1030.1"
"120926000","2284500","3585","1039.1"
"122006000","2284500","3585","1048.0"
"123086000","2284500","3585","1056.6"
"124420000","2284500","3586","1067.5"
"125499000","2284500","3585","1076.5"
"126578000","2284500","3585","1085.9"
"127664000","2284500","3585","1094.4"
"128743000","2300000","3586","1103.8"
"130077000","2300000","3585","1113.9"
"131156000","2300000","3586","1122.9"
"132236000","2300000","3585","1131.9"
"133316000","2300000","3585","1140.8"
"134395000","2300000","3586","1150.2"
"135730000","2300000","3586","1161.2"
"136814000","2254900","3586","1169.3"
"137893000","2254900","3587","1178.3"
"138973000","2254900","3586","1187.2"
"140052000","2254900","3587","1196.2"
"141387000","2254900","3587","1207.2"
"142466000","2254900","3587","1216.1"
"143545000","2254900","3587","1224.7"
"144625000","2287100","3587","1233.6"
"145704000","2287100","3587","1242.6"
"147045000","2287100","3588","1253.6"
"148125000","2287100","3588","1262.5"
"149204000","2287100","3587","1271.5"
"150284000","2287100","3587","1280.0"
"151363000","2287100","3586","1289.0"
"152698000","2282800","3588","1300.0"
"153776000","2282800","3588","1308.9"
"154855000","2282800","3588","1317.9"
"155940000","2282800","3588","1326.8"
"157025000","2282800","3588","1335.8"
"158360000","2282800","3588","1346.4"
"159440000","2282800","3588","1355.3"
"160519000","2284100","3587","1364.3"
"161597000","2284100","3588","1373.6"
"162676000","2284100","3588","1381.8"
"164010000","2284100","3589","1392.8"
"165090000","2284100","3587","1401.7"
"166169000","2284100","3588","1411.1"
"167254000","2284100","3587","1419.6"
"168333000","2286000","3587","1428.6"
"169669000","2286000","3588","1439.6"
"170748000","2286000","3587","1448.1"
"171827000","2286000","3588","1457.1"
"172907000","2286000","3587","1466.0"
"173986000","2286000","3587","1475.4"
"175321000","2286000","3586","1486.0"
"176400000","2284400","3587","1494.9"
"177486000","2284400","3587","1503.9"
"178566000","2284400","3587","1513.2"
"179645000","2284400","3588","1521.4"
"180980000","2284400","3588","1532.8"
"182059000","2284400","3588","1541.3"
"183138000","2284400","3589","1549.9"
"184217000","2270700","3589","1558.8"
"185297000","2270700","3588","1567.8"
"186631000","2270700","3588","1578.8"
"187716000","2270700","3589","1588.1"
"188795000","2270700","3589","1596.7"
"189873000","2270700","3590","1605.2"
"190951000","2270700","3589","1614.2"
"192286000","2284100","3589","1625.2"
"193365000","2284100","3589","1634.1"
"194445000","2284100","3589","1643.5"
"195525000","2284100","3589","1652.0"
"196603000","2284100","3589","1661.0"
"197949000","2284100","3590","1671.6"
"199028000","2284100","3589","1680.5"
"200108000","2298300","3590","1689.9"
"201188000","2298300","3590","1698.4"
"202267000","2298300","3590","1707.4"
"203602000","2298300","3590","1718.0"
"204681000","2298300","3590","1726.9"
"205761000","2298300","3589","1735.9"
"206845000","2298300","3589","1744.8"
"207925000","2270700","3589","1753.8"
"209259000","2270700","3589","1765.2"
"210339000","2270700","3590","1774.1"
"211419000","2270700","3590","1783.1"
"212498000","2270700","3590","1791.6"
"213577000","2270700","3590","1800.2"
"214912000","2270700","3591","1811.6"
"215991000","2284600","3590","1820.1"
"217076000","2284600","3591","1829.5"
"218156000","2284600","3590","1838.0"
"219234000","2284600","3591","1846.6"
"220569000","2284600","3591","1858.0"
"221647000","2284600","3591","1866.5"
"222727000","2284600","3591","1875.1"
"223806000","2271200","3591","1884.0"
"224886000","2271200","3591","1893.0"
"226222000","2271200","3591","1904.0"
"227307000","2271200","3591","1912.5"
"228386000","2271200","3591","1921.5"
"229465000","2271200","3591","1930.4"
"230545000","2271200","3590","1939.4"
"231879000","2268700","3592","1950.0"
"232958000","2268700","3592","1958.9"
"234037000","2268700","3592","1968.3"
"235117000","2268700","3592","1977.2"
"236196000","2268700","3591","1985.8"
"237537000","2268700","3591","1997.2"
"238617000","2268700","3591","2005.7"
"239696000","2300000","3590","2014.7"
"240781000","2300000","3591","2023.2"
"241860000","2300000","3590","2032.2"
"243195000","2300000","3591","2043.6"
"244274000","2300000","3590","2052.1"
"245353000","2300000","3590","2061.1"
"246432000","2300000","3590","2069.6"
"247517000","2283900","3590","2079.0"
"248852000","2283900","3590","2090.0"
"249931000","2283900","3589","2098.5"
"251011000","2283900","3589","2107.5"
"252091000","2283900","3589","2116.4"
"253170000","2283900","3589","2125.4"
"254505000","2283900","3588","2136.4"
"255584000","2270300","3589","2144.9"
"256665000","2270300","3589","2154.3"
"257750000","2270300","3588","2162.8"
"258830000","2270300","3588","2171.8"
"260164000","2270300","3588","2182.4"
"261244000","2270300","3588","2191.3"
"262323000","2270300","3589","2200.7"
"263403000","2284900","3589","2209.2"
"264482000","2284900","3589","2218.2"
"265817000","2284900","3589","2228.8"
"266901000","2284900","3588","2237.7"
"267981000","2284900","3587","2246.7"
"269060000","2284900","3588","2255.6"
"270139000","2284900","3588","2264.6"
"271474000","2283300","3587","2275.6"
"272553000","2283300","3588","2284.5"
"273633000","2283300","3587","2293.1"
"274711000","2283300","3587","2302.0"
"275791000","2283300","3586","2311.0"
"277131000","2283300","3586","2322.0"
"278211000","2283300","3588","2331.3"
"279289000","2285600","3587","2339.9"
"280368000","2285600","3588","2348.4"
"281447000","2285600","3588","2357.4"
"282787000","2285600","3588","2368.8"
"283867000","2285600","3588","2377.7"
"284946000","2285600","3588","2386.3"
"286025000","2285600","3590","2395.7"
"287110000","2284100","3589","2404.2"
"288444000","2284100","3589","2414.8"
"289524000","2284100","3588","2423.7"
"290603000","2284100","3588","2432.7"
"291682000","2284100","3588","2441.6"
"292763000","2284100","3588","2450.6"
"294097000","2284100","3587","2461.2"
"295176000","2270700","3588","2470.1"
"296254000","2270700","3588","2479.5"
"297338000","2270700","3587","2488.0"
"298418000","2270700","3587","2496.6"
"299753000","2270700","3587","2507.6"
"300832000","2270700","3587","2516.5"
"301911000","2270700","3588","2525.9"
"302990000","2271400","3588","2534.0"
"304070000","2271400","3588","2543.0"
"305405000","2271400","3588","2554.4"
"306484000","2271400","3589","2563.3"
"307569000","2271400","3589","2571.9"
"308648000","2271400","3589","2580.4"
"309727000","2271400","3589","2589.4"
"311062000","2283200","3589","2600.4"
"312141000","2283200","3589","2609.3"
"313221000","2283200","3589","2618.7"
